plan_id,democrat,republican,minority_effective,opportunity_districts,ensemble
984,5,9,5,1,VRA
985,5,9,5,1,VRA
986,5,9,5,1,VRA
987,5,9,5,1,VRA
988,5,9,5,1,VRA
989,5,9,5,1,VRA
990,5,9,5,1,VRA
991,5,9,5,1,VRA
992,5,9,5,1,VRA
993,5,9,5,1,VRA
994,5,9,5,1,VRA
995,5,9,5,1,VRA
996,5,9,5,1,VRA
997,5,9,5,1,VRA
998,5,9,5,1,VRA
999,5,9,5,1,VRA
1000,5,9,5,1,VRA
1001,5,9,5,1,VRA
1002,5,9,5,1,VRA
1003,5,9,5,2,VRA
1004,5,9,5,2,VRA
1005,5,9,5,2,VRA
1006,5,9,5,2,VRA
1007,5,9,5,2,VRA
1008,5,9,5,2,VRA
1009,5,9,5,2,VRA
1010,5,9,5,2,VRA
1011,5,9,5,2,VRA
1012,5,9,5,2,VRA
1013,5,9,5,2,VRA
1014,5,9,5,1,VRA
1015,5,9,5,1,VRA
1016,6,8,6,1,VRA
1017,6,8,6,1,VRA
1018,6,8,6,1,VRA
1019,6,8,6,1,VRA
1020,6,8,6,1,VRA
1021,6,8,6,1,VRA
1022,6,8,6,1,VRA
1023,6,8,6,1,VRA
1024,6,8,6,1,VRA
1025,6,8,5,2,VRA
1026,6,8,5,2,VRA
1027,6,8,5,2,VRA
1028,6,8,5,2,VRA
1029,6,8,5,2,VRA
1030,6,8,5,2,VRA
1031,6,8,5,2,VRA
1032,6,8,5,2,VRA
1033,6,8,5,2,VRA
1034,6,8,5,2,VRA
1035,6,8,5,2,VRA
1036,6,8,5,2,VRA
1037,6,8,5,2,VRA
1038,6,8,5,2,VRA
1039,6,8,5,2,VRA
1040,6,8,5,2,VRA
1041,6,8,5,2,VRA
1042,6,8,5,2,VRA
1043,6,8,5,2,VRA
1044,6,8,5,2,VRA
1045,6,8,5,2,VRA
1046,6,8,5,2,VRA
1047,6,8,5,2,VRA
1048,6,8,5,2,VRA
1049,6,8,5,2,VRA
1050,6,8,5,2,VRA
1051,6,8,5,1,VRA
1052,6,8,5,1,VRA
1053,6,8,5,1,VRA
1054,6,8,5,1,VRA
1055,6,8,5,1,VRA
1056,6,8,5,1,VRA
1057,6,8,5,1,VRA
1058,6,8,5,1,VRA
1059,6,8,5,1,VRA
1060,6,8,5,1,VRA
1061,6,8,5,1,VRA
1062,6,8,5,1,VRA
1063,6,8,5,1,VRA
1064,6,8,5,1,VRA
1065,6,8,5,1,VRA
1066,6,8,5,1,VRA
1067,6,8,5,1,VRA
1068,6,8,5,2,VRA
1069,6,8,5,2,VRA
1070,6,8,5,1,VRA
1071,6,8,5,1,VRA
1072,6,8,5,1,VRA
1073,6,8,5,1,VRA
1074,6,8,5,1,VRA
1075,6,8,5,1,VRA
1076,6,8,5,1,VRA
1077,6,8,5,1,VRA
1078,6,8,5,1,VRA
1079,6,8,5,1,VRA
1080,6,8,5,1,VRA
1081,6,8,5,1,VRA
1082,6,8,5,1,VRA
1083,6,8,5,1,VRA
1084,6,8,5,1,VRA
1085,6,8,5,1,VRA
1086,6,8,5,2,VRA
1087,6,8,5,2,VRA
1088,6,8,5,2,VRA
1089,6,8,5,2,VRA
1090,6,8,5,2,VRA
1091,6,8,5,2,VRA
1092,6,8,5,2,VRA
1093,6,8,5,2,VRA
1094,6,8,5,2,VRA
1095,6,8,5,2,VRA
1096,6,8,5,2,VRA
1097,6,8,5,2,VRA
1098,6,8,5,2,VRA
1099,6,8,5,2,VRA
1100,6,8,5,2,VRA
1101,6,8,5,2,VRA
1102,6,8,5,2,VRA
1103,6,8,5,2,VRA
1104,6,8,5,2,VRA
1105,6,8,5,2,VRA
1106,6,8,5,2,VRA
1107,6,8,5,2,VRA
1108,6,8,5,2,VRA
1109,6,8,5,2,VRA
1110,6,8,5,2,VRA
1111,6,8,5,2,VRA
1112,6,8,5,2,VRA
1113,6,8,5,2,VRA
1114,6,8,5,2,VRA
1115,6,8,5,2,VRA
1116,6,8,5,2,VRA
1117,6,8,5,2,VRA
1118,6,8,5,2,VRA
1119,6,8,5,2,VRA
1120,6,8,5,2,VRA
1121,6,8,5,2,VRA
1122,6,8,5,2,VRA
1123,6,8,5,2,VRA
1124,6,8,5,2,VRA
1125,6,8,5,2,VRA
1126,6,8,5,2,VRA
1127,6,8,5,2,VRA
1128,6,8,5,2,VRA
1129,6,8,5,2,VRA
1130,6,8,5,2,VRA
1131,6,8,5,2,VRA
1132,6,8,5,2,VRA
1133,6,8,5,1,VRA
1134,6,8,5,1,VRA
1135,6,8,5,1,VRA
1136,6,8,5,1,VRA
1137,6,8,5,1,VRA
1138,6,8,5,1,VRA
1139,6,8,5,1,VRA
1140,6,8,5,1,VRA
1141,6,8,5,1,VRA
1142,6,8,5,1,VRA
1143,6,8,5,1,VRA
1144,6,8,5,1,VRA
1145,6,8,5,1,VRA
1146,6,8,5,1,VRA
1147,6,8,5,1,VRA
1148,6,8,5,1,VRA
1149,6,8,5,1,VRA
1150,6,8,5,1,VRA
1151,6,8,5,1,VRA
1152,6,8,5,1,VRA
1153,6,8,5,1,VRA
1154,6,8,5,1,VRA
1155,6,8,5,1,VRA
1156,6,8,5,1,VRA
1157,6,8,5,1,VRA
1158,6,8,5,1,VRA
1159,6,8,5,1,VRA
1160,6,8,5,1,VRA
1161,6,8,5,1,VRA
1162,6,8,5,1,VRA
1163,6,8,5,1,VRA
1164,6,8,5,1,VRA
1165,6,8,5,1,VRA
1166,5,9,5,1,VRA
1167,5,9,5,1,VRA
1168,5,9,5,1,VRA
1169,6,8,5,1,VRA
1170,6,8,5,1,VRA
1171,6,8,5,1,VRA
1172,6,8,5,2,VRA
1173,5,9,5,2,VRA
1174,5,9,5,2,VRA
1175,5,9,5,2,VRA
1176,5,9,5,2,VRA
1177,5,9,5,2,VRA
1178,6,8,5,2,VRA
1179,5,9,5,2,VRA
1180,5,9,5,3,VRA
1181,5,9,5,3,VRA
1182,5,9,5,3,VRA
1183,5,9,5,2,VRA
1184,5,9,5,3,VRA
1185,5,9,5,3,VRA
1186,5,9,5,3,VRA
1187,5,9,5,3,VRA
1188,5,9,5,3,VRA
1189,5,9,5,3,VRA
1190,5,9,5,2,VRA
1191,5,9,5,3,VRA
1192,5,9,5,3,VRA
1193,5,9,5,3,VRA
1194,5,9,5,3,VRA
1195,5,9,5,2,VRA
1196,5,9,5,2,VRA
1197,5,9,5,2,VRA
1198,5,9,5,2,VRA
1199,5,9,5,2,VRA
1200,5,9,5,2,VRA
1201,5,9,5,2,VRA
1202,5,9,5,2,VRA
1203,5,9,5,2,VRA
1204,5,9,5,2,VRA
1205,6,8,5,2,VRA
1206,6,8,5,2,VRA
1207,6,8,5,2,VRA
1208,6,8,5,1,VRA
1209,6,8,5,1,VRA
1210,6,8,5,1,VRA
1211,5,9,5,1,VRA
1212,6,8,5,2,VRA
1213,6,8,5,2,VRA
1214,6,8,5,2,VRA
1215,6,8,5,2,VRA
1216,6,8,5,2,VRA
1217,6,8,5,2,VRA
1218,6,8,5,2,VRA
1219,6,8,5,2,VRA
1220,6,8,5,2,VRA
1221,6,8,5,2,VRA
1222,6,8,5,2,VRA
1223,6,8,5,2,VRA
1224,6,8,5,2,VRA
1225,6,8,5,2,VRA
1226,6,8,5,2,VRA
1227,6,8,5,2,VRA
1228,6,8,5,2,VRA
1229,6,8,5,2,VRA
1230,6,8,5,2,VRA
1231,6,8,5,2,VRA
1232,6,8,5,2,VRA
1233,6,8,5,2,VRA
1234,6,8,5,2,VRA
1235,6,8,5,2,VRA
1236,6,8,5,2,VRA
1237,6,8,5,2,VRA
1238,6,8,5,2,VRA
1239,5,9,5,2,VRA
1240,5,9,5,2,VRA
1241,5,9,5,2,VRA
1242,5,9,5,2,VRA
1243,6,8,5,2,VRA
1244,6,8,5,2,VRA
1245,6,8,5,2,VRA
1246,6,8,5,2,VRA
1247,6,8,5,2,VRA
1248,6,8,5,2,VRA
1249,6,8,5,2,VRA
1250,6,8,5,2,VRA
1251,6,8,5,2,VRA
1252,6,8,5,2,VRA
1253,6,8,5,2,VRA
1254,6,8,5,2,VRA
1255,6,8,5,2,VRA
1256,6,8,5,2,VRA
1257,6,8,5,2,VRA
1258,6,8,5,1,VRA
1259,6,8,5,1,VRA
1260,6,8,5,1,VRA
1261,6,8,5,1,VRA
1262,6,8,5,1,VRA
1263,6,8,5,1,VRA
1264,6,8,5,2,VRA
1265,6,8,5,1,VRA
1266,6,8,5,1,VRA
1267,6,8,5,1,VRA
1268,6,8,5,1,VRA
1269,6,8,5,1,VRA
1270,6,8,5,1,VRA
1271,6,8,5,1,VRA
1272,6,8,5,1,VRA
1273,6,8,5,1,VRA
1274,6,8,5,1,VRA
1275,6,8,5,1,VRA
1276,6,8,5,1,VRA
1277,6,8,5,1,VRA
1278,6,8,5,1,VRA
1279,6,8,5,1,VRA
1280,6,8,5,1,VRA
1281,6,8,5,1,VRA
1282,6,8,5,1,VRA
1283,6,8,5,1,VRA
1284,6,8,5,1,VRA
1285,6,8,5,1,VRA
1286,6,8,5,1,VRA
1287,6,8,5,1,VRA
1288,6,8,5,1,VRA
1289,6,8,5,1,VRA
1290,6,8,5,1,VRA
1291,6,8,5,1,VRA
1292,6,8,5,1,VRA
1293,6,8,5,1,VRA
1294,5,9,5,1,VRA
1295,5,9,5,1,VRA
1296,5,9,5,1,VRA
1297,5,9,5,1,VRA
1298,5,9,5,1,VRA
1299,5,9,5,1,VRA
1300,5,9,5,1,VRA
1301,5,9,5,1,VRA
1302,5,9,5,1,VRA
1303,5,9,5,1,VRA
1304,5,9,5,1,VRA
1305,5,9,5,1,VRA
1306,5,9,5,1,VRA
1307,5,9,5,1,VRA
1308,5,9,5,1,VRA
1309,5,9,5,1,VRA
1310,5,9,5,1,VRA
1311,5,9,5,1,VRA
1312,5,9,5,1,VRA
1313,5,9,5,1,VRA
1314,5,9,5,1,VRA
1315,5,9,5,1,VRA
1316,5,9,5,2,VRA
1317,5,9,5,2,VRA
1318,5,9,5,2,VRA
1319,5,9,5,2,VRA
1320,5,9,5,2,VRA
1321,5,9,5,2,VRA
1322,5,9,5,2,VRA
1323,5,9,5,2,VRA
1324,5,9,5,2,VRA
1325,5,9,5,2,VRA
1326,5,9,5,2,VRA
1327,5,9,5,2,VRA
1328,5,9,5,1,VRA
1329,5,9,5,1,VRA
1330,5,9,5,1,VRA
1331,5,9,5,1,VRA
1332,5,9,5,1,VRA
1333,5,9,5,1,VRA
1334,5,9,5,1,VRA
1335,5,9,5,1,VRA
1336,5,9,5,1,VRA
1337,5,9,5,1,VRA
1338,5,9,5,1,VRA
1339,5,9,5,1,VRA
1340,6,8,5,1,VRA
1341,6,8,5,1,VRA
1342,6,8,5,1,VRA
1343,6,8,5,1,VRA
1344,6,8,5,1,VRA
1345,6,8,5,1,VRA
1346,6,8,5,1,VRA
1347,6,8,5,1,VRA
1348,6,8,5,1,VRA
1349,5,9,5,1,VRA
1350,5,9,5,1,VRA
1351,5,9,5,1,VRA
1352,5,9,5,1,VRA
1353,5,9,5,1,VRA
1354,5,9,5,1,VRA
1355,5,9,5,2,VRA
1356,5,9,5,2,VRA
1357,5,9,5,2,VRA
1358,5,9,5,2,VRA
1359,5,9,5,2,VRA
1360,5,9,5,2,VRA
1361,5,9,5,3,VRA
1362,5,9,5,3,VRA
1363,5,9,5,3,VRA
1364,5,9,5,3,VRA
1365,5,9,5,2,VRA
1366,5,9,5,1,VRA
1367,6,8,5,1,VRA
1368,6,8,5,2,VRA
1369,6,8,5,2,VRA
1370,6,8,5,2,VRA
1371,6,8,5,2,VRA
1372,6,8,5,2,VRA
1373,6,8,5,2,VRA
1374,6,8,5,2,VRA
1375,6,8,5,2,VRA
1376,6,8,5,2,VRA
1377,5,9,5,2,VRA
1378,5,9,5,3,VRA
1379,5,9,5,3,VRA
1380,5,9,5,2,VRA
1381,5,9,5,2,VRA
1382,5,9,5,2,VRA
1383,5,9,5,1,VRA
1384,5,9,5,1,VRA
1385,5,9,5,1,VRA
1386,5,9,5,1,VRA
1387,5,9,5,1,VRA
1388,5,9,5,1,VRA
1389,5,9,5,1,VRA
1390,5,9,5,1,VRA
1391,5,9,5,1,VRA
1392,5,9,5,1,VRA
1393,5,9,5,1,VRA
1394,5,9,5,1,VRA
1395,5,9,5,1,VRA
1396,5,9,5,1,VRA
1397,5,9,5,1,VRA
1398,5,9,5,1,VRA
1399,5,9,5,1,VRA
1400,5,9,5,1,VRA
1401,5,9,5,1,VRA
1402,5,9,5,2,VRA
1403,5,9,5,2,VRA
1404,5,9,5,2,VRA
1405,5,9,5,2,VRA
1406,5,9,5,2,VRA
1407,5,9,5,2,VRA
1408,5,9,5,1,VRA
1409,5,9,5,1,VRA
1410,5,9,5,1,VRA
1411,5,9,5,1,VRA
1412,5,9,5,1,VRA
1413,5,9,5,1,VRA
1414,5,9,5,2,VRA
1415,5,9,5,2,VRA
1416,5,9,5,2,VRA
1417,5,9,5,2,VRA
1418,5,9,5,2,VRA
1419,5,9,5,2,VRA
1420,5,9,5,2,VRA
1421,5,9,5,1,VRA
1422,5,9,5,1,VRA
1423,5,9,5,2,VRA
1424,5,9,5,2,VRA
1425,5,9,5,2,VRA
1426,5,9,5,2,VRA
1427,5,9,5,2,VRA
1428,5,9,5,2,VRA
1429,5,9,5,2,VRA
1430,5,9,5,2,VRA
1431,5,9,5,2,VRA
1432,5,9,5,1,VRA
1433,5,9,5,1,VRA
1434,5,9,5,2,VRA
1435,5,9,5,2,VRA
1436,5,9,5,2,VRA
1437,5,9,5,1,VRA
1438,5,9,5,1,VRA
1439,5,9,5,1,VRA
1440,5,9,5,1,VRA
1441,5,9,5,1,VRA
1442,5,9,5,1,VRA
1443,5,9,5,1,VRA
1444,5,9,5,1,VRA
1445,5,9,5,1,VRA
1446,5,9,5,1,VRA
1447,5,9,5,1,VRA
1448,5,9,5,1,VRA
1449,5,9,5,1,VRA
1450,5,9,5,1,VRA
1451,5,9,5,1,VRA
1452,5,9,5,1,VRA
1453,5,9,5,1,VRA
1454,5,9,5,1,VRA
1455,5,9,5,1,VRA
1456,5,9,5,1,VRA
1457,5,9,5,1,VRA
1458,5,9,5,1,VRA
1459,5,9,5,1,VRA
1460,5,9,5,1,VRA
1461,5,9,5,1,VRA
1462,5,9,5,1,VRA
1463,5,9,5,1,VRA
1464,5,9,5,1,VRA
1465,5,9,5,1,VRA
1466,5,9,5,2,VRA
1467,5,9,5,2,VRA
1468,5,9,5,1,VRA
1469,5,9,5,1,VRA
1470,5,9,5,1,VRA
1471,5,9,5,1,VRA
1472,5,9,5,2,VRA
1473,5,9,5,2,VRA
1474,5,9,5,2,VRA
1475,5,9,5,2,VRA
1476,5,9,5,2,VRA
1477,5,9,5,2,VRA
1478,5,9,5,2,VRA
1479,5,9,5,2,VRA
1480,5,9,5,2,VRA
1481,5,9,5,2,VRA
1482,5,9,5,2,VRA
1483,6,8,5,2,VRA
1484,6,8,5,2,VRA
1485,6,8,5,2,VRA
1486,5,9,5,2,VRA
1487,6,8,5,2,VRA
1488,6,8,5,2,VRA
1489,6,8,5,2,VRA
1490,6,8,5,2,VRA
1491,6,8,5,1,VRA
1492,6,8,5,1,VRA
1493,6,8,5,1,VRA
1494,5,9,5,1,VRA
1495,5,9,5,1,VRA
1496,5,9,5,1,VRA
1497,5,9,5,1,VRA
1498,5,9,5,1,VRA
1499,5,9,5,1,VRA
1500,5,9,5,1,VRA
1501,5,9,5,1,VRA
1502,5,9,5,1,VRA
1503,6,8,5,1,VRA
1504,6,8,5,1,VRA
1505,6,8,5,1,VRA
1506,6,8,5,1,VRA
1507,6,8,5,1,VRA
1508,6,8,5,1,VRA
1509,6,8,5,1,VRA
1510,6,8,5,1,VRA
1511,6,8,5,1,VRA
1512,6,8,5,1,VRA
1513,6,8,5,1,VRA
1514,5,9,5,1,VRA
1515,5,9,5,1,VRA
1516,5,9,5,1,VRA
1517,5,9,5,1,VRA
1518,5,9,5,1,VRA
1519,5,9,5,1,VRA
1520,5,9,5,1,VRA
1521,5,9,5,1,VRA
1522,6,8,5,1,VRA
1523,5,9,5,1,VRA
1524,5,9,5,1,VRA
1525,5,9,5,1,VRA
1526,5,9,5,1,VRA
1527,5,9,5,1,VRA
1528,5,9,5,1,VRA
1529,5,9,5,1,VRA
1530,5,9,5,1,VRA
1531,5,9,5,1,VRA
1532,5,9,5,1,VRA
1533,5,9,5,2,VRA
1534,5,9,5,2,VRA
1535,5,9,5,2,VRA
1536,5,9,5,2,VRA
1537,5,9,5,2,VRA
1538,5,9,5,2,VRA
1539,5,9,5,2,VRA
1540,5,9,5,2,VRA
1541,5,9,5,2,VRA
1542,5,9,5,2,VRA
1543,5,9,5,2,VRA
1544,5,9,5,2,VRA
1545,5,9,5,2,VRA
1546,5,9,5,2,VRA
1547,5,9,5,2,VRA
1548,5,9,5,2,VRA
1549,5,9,5,2,VRA
1550,5,9,5,2,VRA
1551,5,9,5,2,VRA
1552,5,9,5,2,VRA
1553,5,9,5,2,VRA
1554,5,9,5,2,VRA
1555,5,9,5,2,VRA
1556,5,9,5,2,VRA
1557,5,9,5,2,VRA
1558,6,8,5,2,VRA
1559,6,8,5,2,VRA
1560,6,8,5,2,VRA
1561,6,8,5,2,VRA
1562,6,8,5,2,VRA
1563,6,8,5,2,VRA
1564,6,8,5,2,VRA
1565,6,8,5,2,VRA
1566,6,8,5,2,VRA
1567,6,8,5,2,VRA
1568,6,8,5,2,VRA
1569,6,8,5,2,VRA
1570,6,8,5,2,VRA
1571,6,8,5,2,VRA
1572,6,8,5,2,VRA
1573,6,8,5,2,VRA
1574,6,8,5,2,VRA
1575,6,8,5,2,VRA
1576,6,8,5,2,VRA
1577,6,8,5,1,VRA
1578,5,9,5,1,VRA
1579,5,9,5,2,VRA
1580,5,9,5,2,VRA
1581,5,9,5,2,VRA
1582,5,9,5,2,VRA
1583,5,9,5,2,VRA
1584,5,9,5,2,VRA
1585,5,9,5,3,VRA
1586,6,8,5,3,VRA
1587,6,8,5,3,VRA
1588,6,8,5,3,VRA
1589,5,9,5,3,VRA
1590,5,9,5,3,VRA
1591,5,9,5,3,VRA
1592,5,9,5,3,VRA
1593,5,9,5,3,VRA
1594,6,8,5,3,VRA
1595,6,8,5,3,VRA
1596,6,8,5,3,VRA
1597,6,8,5,3,VRA
1598,6,8,5,2,VRA
1599,6,8,5,2,VRA
1600,6,8,5,2,VRA
1601,6,8,5,3,VRA
1602,6,8,5,3,VRA
1603,6,8,5,3,VRA
1604,6,8,5,2,VRA
1605,6,8,5,2,VRA
1606,6,8,5,2,VRA
1607,6,8,5,2,VRA
1608,6,8,5,2,VRA
1609,6,8,5,2,VRA
1610,6,8,5,2,VRA
1611,6,8,5,2,VRA
1612,6,8,5,2,VRA
1613,6,8,5,2,VRA
1614,6,8,5,2,VRA
1615,6,8,5,2,VRA
1616,6,8,5,2,VRA
1617,6,8,5,2,VRA
1618,6,8,5,2,VRA
1619,6,8,5,2,VRA
1620,6,8,5,2,VRA
1621,6,8,5,2,VRA
1622,6,8,5,2,VRA
1623,6,8,5,2,VRA
1624,6,8,5,2,VRA
1625,6,8,5,2,VRA
1626,6,8,5,2,VRA
1627,6,8,5,2,VRA
1628,6,8,5,2,VRA
1629,6,8,5,2,VRA
1630,6,8,5,3,VRA
1631,6,8,5,3,VRA
1632,6,8,5,3,VRA
1633,6,8,5,2,VRA
1634,6,8,6,2,VRA
1635,6,8,5,2,VRA
1636,6,8,5,2,VRA
1637,6,8,5,2,VRA
1638,6,8,5,2,VRA
1639,6,8,5,2,VRA
1640,6,8,5,2,VRA
1641,6,8,5,2,VRA
1642,6,8,5,2,VRA
1643,6,8,5,2,VRA
1644,6,8,5,2,VRA
1645,6,8,5,2,VRA
1646,6,8,5,2,VRA
1647,6,8,5,2,VRA
1648,6,8,5,2,VRA
1649,6,8,5,2,VRA
1650,6,8,5,2,VRA
1651,6,8,5,2,VRA
1652,6,8,5,2,VRA
1653,6,8,5,2,VRA
1654,6,8,5,2,VRA
1655,6,8,5,2,VRA
1656,6,8,5,2,VRA
1657,6,8,5,2,VRA
1658,6,8,5,2,VRA
1659,6,8,5,2,VRA
1660,6,8,5,2,VRA
1661,6,8,5,2,VRA
1662,6,8,5,2,VRA
1663,6,8,5,2,VRA
1664,6,8,5,2,VRA
1665,6,8,5,3,VRA
1666,6,8,5,3,VRA
1667,6,8,5,2,VRA
1668,6,8,5,2,VRA
1669,6,8,5,2,VRA
1670,6,8,5,2,VRA
1671,6,8,5,2,VRA
1672,6,8,5,2,VRA
1673,6,8,5,2,VRA
1674,6,8,5,2,VRA
1675,6,8,5,2,VRA
1676,6,8,5,2,VRA
1677,6,8,5,2,VRA
1678,6,8,5,2,VRA
1679,6,8,5,2,VRA
1680,6,8,5,2,VRA
1681,6,8,5,2,VRA
1682,6,8,5,2,VRA
1683,6,8,5,2,VRA
1684,6,8,5,2,VRA
1685,6,8,5,2,VRA
1686,6,8,5,2,VRA
1687,6,8,5,2,VRA
1688,6,8,5,2,VRA
1689,6,8,5,2,VRA
1690,6,8,5,2,VRA
1691,6,8,5,2,VRA
1692,6,8,5,2,VRA
1693,6,8,5,2,VRA
1694,6,8,5,2,VRA
1695,6,8,5,2,VRA
1696,6,8,5,2,VRA
1697,6,8,5,2,VRA
1698,6,8,5,2,VRA
1699,6,8,5,2,VRA
1700,6,8,5,2,VRA
1701,6,8,5,2,VRA
1702,6,8,5,2,VRA
1703,6,8,5,2,VRA
1704,6,8,5,2,VRA
1705,6,8,5,2,VRA
1706,6,8,5,2,VRA
1707,6,8,5,2,VRA
1708,6,8,5,2,VRA
1709,6,8,5,2,VRA
1710,6,8,5,2,VRA
1711,6,8,5,2,VRA
1712,6,8,5,2,VRA
1713,6,8,5,2,VRA
1714,6,8,5,2,VRA
1715,6,8,5,2,VRA
1716,6,8,5,2,VRA
1717,6,8,5,2,VRA
1718,6,8,5,2,VRA
1719,6,8,5,2,VRA
1720,6,8,5,2,VRA
1721,6,8,5,2,VRA
1722,6,8,5,2,VRA
1723,6,8,5,2,VRA
1724,6,8,5,2,VRA
1725,6,8,5,2,VRA
1726,6,8,5,2,VRA
1727,6,8,5,2,VRA
1728,6,8,5,2,VRA
1729,6,8,5,2,VRA
1730,6,8,5,2,VRA
1731,6,8,5,2,VRA
1732,6,8,5,2,VRA
1733,6,8,5,2,VRA
1734,6,8,5,2,VRA
1735,6,8,5,2,VRA
1736,6,8,5,2,VRA
1737,6,8,5,2,VRA
1738,6,8,5,2,VRA
1739,6,8,5,2,VRA
1740,6,8,5,2,VRA
1741,6,8,5,2,VRA
1742,6,8,5,2,VRA
1743,5,9,5,2,VRA
1744,5,9,5,2,VRA
1745,5,9,5,2,VRA
1746,5,9,5,2,VRA
1747,5,9,5,2,VRA
1748,6,8,5,2,VRA
1749,6,8,5,2,VRA
1750,6,8,5,2,VRA
1751,6,8,5,2,VRA
1752,6,8,5,2,VRA
1753,6,8,5,2,VRA
1754,6,8,5,2,VRA
1755,6,8,5,2,VRA
1756,6,8,5,2,VRA
1757,6,8,5,2,VRA
1758,6,8,5,2,VRA
1759,6,8,5,2,VRA
1760,6,8,5,2,VRA
1761,6,8,5,2,VRA
1762,6,8,5,2,VRA
1763,6,8,5,2,VRA
1764,6,8,5,2,VRA
1765,6,8,5,2,VRA
1766,6,8,5,2,VRA
1767,5,9,5,2,VRA
1768,5,9,5,2,VRA
1769,5,9,5,2,VRA
1770,5,9,5,2,VRA
1771,6,8,5,3,VRA
1772,5,9,5,3,VRA
1773,5,9,5,3,VRA
1774,5,9,5,3,VRA
1775,5,9,5,3,VRA
1776,5,9,5,3,VRA
1777,5,9,5,3,VRA
1778,5,9,5,3,VRA
1779,5,9,5,3,VRA
1780,5,9,5,2,VRA
1781,5,9,5,2,VRA
1782,5,9,5,2,VRA
1783,5,9,5,2,VRA
1784,5,9,5,2,VRA
1785,6,8,5,2,VRA
1786,6,8,5,2,VRA
1787,6,8,5,1,VRA
1788,6,8,5,1,VRA
1789,6,8,5,1,VRA
1790,6,8,5,1,VRA
1791,5,9,5,1,VRA
1792,5,9,5,1,VRA
1793,5,9,5,1,VRA
1794,5,9,5,1,VRA
1795,5,9,5,1,VRA
1796,5,9,5,1,VRA
1797,6,8,5,1,VRA
1798,6,8,5,1,VRA
1799,6,8,5,1,VRA
1800,6,8,5,1,VRA
1801,6,8,5,2,VRA
1802,6,8,5,2,VRA
1803,6,8,5,2,VRA
1804,6,8,5,2,VRA
1805,6,8,5,2,VRA
1806,6,8,5,2,VRA
1807,6,8,5,1,VRA
1808,6,8,5,1,VRA
1809,6,8,5,1,VRA
1810,6,8,5,1,VRA
1811,6,8,5,1,VRA
1812,6,8,5,1,VRA
1813,6,8,5,1,VRA
1814,6,8,5,1,VRA
1815,6,8,5,2,VRA
1816,6,8,5,2,VRA
1817,6,8,5,2,VRA
1818,6,8,5,2,VRA
1819,6,8,5,2,VRA
1820,6,8,5,2,VRA
1821,6,8,5,2,VRA
1822,6,8,5,2,VRA
1823,6,8,5,2,VRA
1824,6,8,5,2,VRA
1825,6,8,5,2,VRA
1826,6,8,5,2,VRA
1827,6,8,5,2,VRA
1828,6,8,5,2,VRA
1829,6,8,5,2,VRA
1830,6,8,5,1,VRA
1831,6,8,5,1,VRA
1832,6,8,5,1,VRA
1833,6,8,5,2,VRA
1834,6,8,5,2,VRA
1835,6,8,5,2,VRA
1836,6,8,5,2,VRA
1837,6,8,5,2,VRA
1838,6,8,5,2,VRA
1839,6,8,5,2,VRA
1840,6,8,5,2,VRA
1841,6,8,5,2,VRA
1842,6,8,5,2,VRA
1843,6,8,5,2,VRA
1844,6,8,5,2,VRA
1845,6,8,5,2,VRA
1846,6,8,5,2,VRA
1847,6,8,5,2,VRA
1848,6,8,5,2,VRA
1849,6,8,5,2,VRA
1850,6,8,5,2,VRA
1851,6,8,5,2,VRA
1852,6,8,5,2,VRA
1853,6,8,5,2,VRA
1854,5,9,5,2,VRA
1855,5,9,5,2,VRA
1856,5,9,5,2,VRA
1857,5,9,5,2,VRA
1858,5,9,5,2,VRA
1859,5,9,5,2,VRA
1860,5,9,5,2,VRA
1861,5,9,5,2,VRA
1862,5,9,5,2,VRA
1863,5,9,5,2,VRA
1864,5,9,5,1,VRA
1865,5,9,5,2,VRA
1866,5,9,5,2,VRA
1867,5,9,5,2,VRA
1868,5,9,5,2,VRA
1869,5,9,5,2,VRA
1870,5,9,5,2,VRA
1871,5,9,5,2,VRA
1872,5,9,5,2,VRA
1873,5,9,5,2,VRA
1874,5,9,5,2,VRA
1875,5,9,5,2,VRA
1876,5,9,5,2,VRA
1877,5,9,5,2,VRA
1878,5,9,5,2,VRA
1879,5,9,5,2,VRA
1880,5,9,5,2,VRA
1881,5,9,5,2,VRA
1882,5,9,5,2,VRA
1883,5,9,5,2,VRA
1884,5,9,5,2,VRA
1885,5,9,5,2,VRA
1886,5,9,5,2,VRA
1887,5,9,5,2,VRA
1888,6,8,5,2,VRA
1889,6,8,5,2,VRA
1890,6,8,5,2,VRA
1891,6,8,5,2,VRA
1892,6,8,5,2,VRA
1893,6,8,5,2,VRA
1894,6,8,5,2,VRA
1895,6,8,5,2,VRA
1896,6,8,5,2,VRA
1897,6,8,5,2,VRA
1898,6,8,5,2,VRA
1899,6,8,5,2,VRA
1900,6,8,5,2,VRA
1901,6,8,5,2,VRA
1902,6,8,5,2,VRA
1903,6,8,5,2,VRA
1904,6,8,5,2,VRA
1905,6,8,5,2,VRA
1906,6,8,5,2,VRA
1907,6,8,5,2,VRA
1908,6,8,5,2,VRA
1909,6,8,5,2,VRA
1910,6,8,5,2,VRA
1911,6,8,5,2,VRA
1912,6,8,5,2,VRA
1913,6,8,5,2,VRA
1914,6,8,5,2,VRA
1915,6,8,5,2,VRA
