plan_id,black_pct,latino_pct
3414,"0     0.203310
1     0.352281
2     0.384826
3     0.424800
4     0.569345
5     0.117540
6     0.313703
7     0.062653
8     0.436214
9     0.467283
10    0.263398
11    0.433466
12    0.086249
13    0.349147
dtype: float64","0     0.079815
1     0.036800
2     0.046058
3     0.065621
4     0.054472
5     0.097220
6     0.055477
7     0.077084
8     0.029347
9     0.056937
10    0.049327
11    0.095408
12    0.070916
13    0.073279
dtype: float64"
3415,"0     0.203310
1     0.352281
2     0.384826
3     0.424800
4     0.569345
5     0.128700
6     0.313703
7     0.062653
8     0.436214
9     0.467283
10    0.263398
11    0.433466
12    0.075002
13    0.349147
dtype: float64","0     0.079815
1     0.036800
2     0.046058
3     0.065621
4     0.054472
5     0.096736
6     0.055477
7     0.077084
8     0.029347
9     0.056937
10    0.049327
11    0.095408
12    0.072192
13    0.073279
dtype: float64"
3416,"0     0.084115
1     0.352281
2     0.384826
3     0.424800
4     0.569345
5     0.128700
6     0.313703
7     0.062653
8     0.436214
9     0.467283
10    0.263398
11    0.433466
12    0.193111
13    0.349147
dtype: float64","0     0.077641
1     0.036800
2     0.046058
3     0.065621
4     0.054472
5     0.096736
6     0.055477
7     0.077084
8     0.029347
9     0.056937
10    0.049327
11    0.095408
12    0.074861
13    0.073279
dtype: float64"
3417,"0     0.084115
1     0.352281
2     0.384826
3     0.367606
4     0.647451
5     0.128700
6     0.313703
7     0.062653
8     0.436214
9     0.467283
10    0.263398
11    0.433466
12    0.193111
13    0.349147
dtype: float64","0     0.077641
1     0.036800
2     0.046058
3     0.068331
4     0.050351
5     0.096736
6     0.055477
7     0.077084
8     0.029347
9     0.056937
10    0.049327
11    0.095408
12    0.074861
13    0.073279
dtype: float64"
3418,"0     0.078491
1     0.352281
2     0.384826
3     0.367606
4     0.647451
5     0.128700
6     0.313703
7     0.062653
8     0.436214
9     0.467283
10    0.263398
11    0.433466
12    0.197464
13    0.349147
dtype: float64","0     0.075096
1     0.036800
2     0.046058
3     0.068331
4     0.050351
5     0.096736
6     0.055477
7     0.077084
8     0.029347
9     0.056937
10    0.049327
11    0.095408
12    0.077105
13    0.073279
dtype: float64"
3419,"0     0.078491
1     0.358502
2     0.384826
3     0.367606
4     0.632135
5     0.128700
6     0.313703
7     0.062653
8     0.436214
9     0.467283
10    0.263398
11    0.433466
12    0.197464
13    0.349147
dtype: float64","0     0.075096
1     0.037082
2     0.046058
3     0.068331
4     0.049652
5     0.096736
6     0.055477
7     0.077084
8     0.029347
9     0.056937
10    0.049327
11    0.095408
12    0.077105
13    0.073279
dtype: float64"
3420,"0     0.078491
1     0.358502
2     0.384826
3     0.072211
4     0.632135
5     0.128700
6     0.313703
7     0.380594
8     0.436214
9     0.467283
10    0.263398
11    0.433466
12    0.197464
13    0.349147
dtype: float64","0     0.075096
1     0.037082
2     0.046058
3     0.076280
4     0.049652
5     0.096736
6     0.055477
7     0.068517
8     0.029347
9     0.056937
10    0.049327
11    0.095408
12    0.077105
13    0.073279
dtype: float64"
3421,"0     0.078491
1     0.358502
2     0.384826
3     0.072211
4     0.632135
5     0.128700
6     0.313703
7     0.380594
8     0.436214
9     0.467283
10    0.263398
11    0.454410
12    0.197464
13    0.332479
dtype: float64","0     0.075096
1     0.037082
2     0.046058
3     0.076280
4     0.049652
5     0.096736
6     0.055477
7     0.068517
8     0.029347
9     0.056937
10    0.049327
11    0.082463
12    0.077105
13    0.086806
dtype: float64"
3422,"0     0.078491
1     0.358502
2     0.384826
3     0.070281
4     0.632135
5     0.132631
6     0.313703
7     0.380594
8     0.436214
9     0.467283
10    0.263398
11    0.454410
12    0.197464
13    0.332479
dtype: float64","0     0.075096
1     0.037082
2     0.046058
3     0.074576
4     0.049652
5     0.099276
6     0.055477
7     0.068517
8     0.029347
9     0.056937
10    0.049327
11    0.082463
12    0.077105
13    0.086806
dtype: float64"
3423,"0     0.078491
1     0.358502
2     0.384826
3     0.070281
4     0.654215
5     0.132631
6     0.313703
7     0.337461
8     0.436214
9     0.467283
10    0.263398
11    0.454410
12    0.197464
13    0.332479
dtype: float64","0     0.075096
1     0.037082
2     0.046058
3     0.074576
4     0.049335
5     0.099276
6     0.055477
7     0.070233
8     0.029347
9     0.056937
10    0.049327
11    0.082463
12    0.077105
13    0.086806
dtype: float64"
3424,"0     0.078491
1     0.269373
2     0.384826
3     0.070281
4     0.654215
5     0.132631
6     0.313703
7     0.337461
8     0.436214
9     0.467283
10    0.355759
11    0.454410
12    0.197464
13    0.332479
dtype: float64","0     0.075096
1     0.048111
2     0.046058
3     0.074576
4     0.049335
5     0.099276
6     0.055477
7     0.070233
8     0.029347
9     0.056937
10    0.037897
11    0.082463
12    0.077105
13    0.086806
dtype: float64"
3425,"0     0.078491
1     0.269373
2     0.384826
3     0.070281
4     0.654215
5     0.132631
6     0.313703
7     0.337461
8     0.436214
9     0.440577
10    0.355759
11    0.454410
12    0.191694
13    0.332479
dtype: float64","0     0.075096
1     0.048111
2     0.046058
3     0.074576
4     0.049335
5     0.099276
6     0.055477
7     0.070233
8     0.029347
9     0.056961
10    0.037897
11    0.082463
12    0.079889
13    0.086806
dtype: float64"
3426,"0     0.078491
1     0.269373
2     0.384826
3     0.070281
4     0.654215
5     0.132631
6     0.313703
7     0.337461
8     0.436214
9     0.360911
10    0.355759
11    0.522607
12    0.191694
13    0.332479
dtype: float64","0     0.075096
1     0.048111
2     0.046058
3     0.074576
4     0.049335
5     0.099276
6     0.055477
7     0.070233
8     0.029347
9     0.089395
10    0.037897
11    0.050779
12    0.079889
13    0.086806
dtype: float64"
3427,"0     0.078491
1     0.269373
2     0.384826
3     0.070281
4     0.353243
5     0.132631
6     0.313703
7     0.633739
8     0.436214
9     0.360911
10    0.355759
11    0.522607
12    0.191694
13    0.332479
dtype: float64","0     0.075096
1     0.048111
2     0.046058
3     0.074576
4     0.069324
5     0.099276
6     0.055477
7     0.050576
8     0.029347
9     0.089395
10    0.037897
11    0.050779
12    0.079889
13    0.086806
dtype: float64"
3428,"0     0.078491
1     0.269373
2     0.384826
3     0.070281
4     0.353243
5     0.132631
6     0.313703
7     0.633739
8     0.356063
9     0.360911
10    0.436044
11    0.522607
12    0.191694
13    0.332479
dtype: float64","0     0.075096
1     0.048111
2     0.046058
3     0.074576
4     0.069324
5     0.099276
6     0.055477
7     0.050576
8     0.037803
9     0.089395
10    0.029430
11    0.050779
12    0.079889
13    0.086806
dtype: float64"
3429,"0     0.078491
1     0.269373
2     0.384826
3     0.070281
4     0.434300
5     0.132631
6     0.313703
7     0.586309
8     0.356063
9     0.360911
10    0.436044
11    0.522607
12    0.191694
13    0.332479
dtype: float64","0     0.075096
1     0.048111
2     0.046058
3     0.074576
4     0.064030
5     0.099276
6     0.055477
7     0.053606
8     0.037803
9     0.089395
10    0.029430
11    0.050779
12    0.079889
13    0.086806
dtype: float64"
3430,"0     0.078491
1     0.269373
2     0.384826
3     0.070281
4     0.434300
5     0.132631
6     0.313703
7     0.586309
8     0.353678
9     0.360911
10    0.442661
11    0.522607
12    0.191694
13    0.332479
dtype: float64","0     0.075096
1     0.048111
2     0.046058
3     0.074576
4     0.064030
5     0.099276
6     0.055477
7     0.053606
8     0.037142
9     0.089395
10    0.029805
11    0.050779
12    0.079889
13    0.086806
dtype: float64"
3431,"0     0.080814
1     0.269373
2     0.384826
3     0.066281
4     0.434300
5     0.132631
6     0.313703
7     0.586309
8     0.353678
9     0.360911
10    0.442661
11    0.522607
12    0.191694
13    0.332479
dtype: float64","0     0.080083
1     0.048111
2     0.046058
3     0.068822
4     0.064030
5     0.099276
6     0.055477
7     0.053606
8     0.037142
9     0.089395
10    0.029805
11    0.050779
12    0.079889
13    0.086806
dtype: float64"
3432,"0     0.080814
1     0.269373
2     0.384826
3     0.066281
4     0.434300
5     0.132631
6     0.313703
7     0.504027
8     0.353678
9     0.360911
10    0.442661
11    0.598131
12    0.191694
13    0.332479
dtype: float64","0     0.080083
1     0.048111
2     0.046058
3     0.068822
4     0.064030
5     0.099276
6     0.055477
7     0.045469
8     0.037142
9     0.089395
10    0.029805
11    0.058397
12    0.079889
13    0.086806
dtype: float64"
3433,"0     0.080814
1     0.269373
2     0.384826
3     0.066281
4     0.434300
5     0.132631
6     0.313703
7     0.602134
8     0.353678
9     0.360911
10    0.442661
11    0.506954
12    0.191694
13    0.332479
dtype: float64","0     0.080083
1     0.048111
2     0.046058
3     0.068822
4     0.064030
5     0.099276
6     0.055477
7     0.056027
8     0.037142
9     0.089395
10    0.029805
11    0.048523
12    0.079889
13    0.086806
dtype: float64"
3434,"0     0.174040
1     0.269373
2     0.384826
3     0.066281
4     0.434300
5     0.132631
6     0.313703
7     0.602134
8     0.353678
9     0.360911
10    0.442661
11    0.506954
12    0.089312
13    0.332479
dtype: float64","0     0.080426
1     0.048111
2     0.046058
3     0.068822
4     0.064030
5     0.099276
6     0.055477
7     0.056027
8     0.037142
9     0.089395
10    0.029805
11    0.048523
12    0.079555
13    0.086806
dtype: float64"
3435,"0     0.174040
1     0.269373
2     0.384826
3     0.066281
4     0.438864
5     0.132631
6     0.313703
7     0.602134
8     0.353678
9     0.360911
10    0.442661
11    0.506954
12    0.081322
13    0.332479
dtype: float64","0     0.080426
1     0.048111
2     0.046058
3     0.068822
4     0.065505
5     0.099276
6     0.055477
7     0.056027
8     0.037142
9     0.089395
10    0.029805
11    0.048523
12    0.078066
13    0.086806
dtype: float64"
3436,"0     0.174040
1     0.269373
2     0.384826
3     0.066281
4     0.098323
5     0.132631
6     0.313703
7     0.602134
8     0.353678
9     0.360911
10    0.442661
11    0.506954
12    0.455083
13    0.332479
dtype: float64","0     0.080426
1     0.048111
2     0.046058
3     0.068822
4     0.077915
5     0.099276
6     0.055477
7     0.056027
8     0.037142
9     0.089395
10    0.029805
11    0.048523
12    0.064446
13    0.086806
dtype: float64"
3437,"0     0.071234
1     0.269373
2     0.384826
3     0.172787
4     0.098323
5     0.132631
6     0.313703
7     0.602134
8     0.353678
9     0.360911
10    0.442661
11    0.506954
12    0.455083
13    0.332479
dtype: float64","0     0.067100
1     0.048111
2     0.046058
3     0.082569
4     0.077915
5     0.099276
6     0.055477
7     0.056027
8     0.037142
9     0.089395
10    0.029805
11    0.048523
12    0.064446
13    0.086806
dtype: float64"
3438,"0     0.062405
1     0.269373
2     0.384826
3     0.177780
4     0.098323
5     0.132631
6     0.313703
7     0.602134
8     0.353678
9     0.360911
10    0.442661
11    0.506954
12    0.455083
13    0.332479
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.082038
4     0.077915
5     0.099276
6     0.055477
7     0.056027
8     0.037142
9     0.089395
10    0.029805
11    0.048523
12    0.064446
13    0.086806
dtype: float64"
3439,"0     0.062405
1     0.269373
2     0.384826
3     0.177780
4     0.098323
5     0.132631
6     0.313703
7     0.571638
8     0.353678
9     0.360911
10    0.442661
11    0.535678
12    0.455083
13    0.332479
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.082038
4     0.077915
5     0.099276
6     0.055477
7     0.057738
8     0.037142
9     0.089395
10    0.029805
11    0.047268
12    0.064446
13    0.086806
dtype: float64"
3440,"0     0.062405
1     0.269373
2     0.384826
3     0.177780
4     0.098323
5     0.132631
6     0.313703
7     0.571638
8     0.353678
9     0.484702
10    0.442661
11    0.422964
12    0.455083
13    0.332479
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.082038
4     0.077915
5     0.099276
6     0.055477
7     0.057738
8     0.037142
9     0.052532
10    0.029805
11    0.081693
12    0.064446
13    0.086806
dtype: float64"
3441,"0     0.062405
1     0.269373
2     0.384826
3     0.415428
4     0.098323
5     0.132631
6     0.313703
7     0.571638
8     0.353678
9     0.484702
10    0.442661
11    0.174309
12    0.455083
13    0.332479
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.083689
4     0.077915
5     0.099276
6     0.055477
7     0.057738
8     0.037142
9     0.052532
10    0.029805
11    0.079843
12    0.064446
13    0.086806
dtype: float64"
3442,"0     0.062405
1     0.269373
2     0.384826
3     0.415428
4     0.098323
5     0.132631
6     0.313703
7     0.590180
8     0.353678
9     0.461901
10    0.442661
11    0.174309
12    0.455083
13    0.332479
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.083689
4     0.077915
5     0.099276
6     0.055477
7     0.054891
8     0.037142
9     0.055104
10    0.029805
11    0.079843
12    0.064446
13    0.086806
dtype: float64"
3443,"0     0.062405
1     0.269373
2     0.384826
3     0.401127
4     0.098323
5     0.132631
6     0.313703
7     0.590180
8     0.353678
9     0.461901
10    0.442661
11    0.174309
12    0.455083
13    0.349029
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.088981
4     0.077915
5     0.099276
6     0.055477
7     0.054891
8     0.037142
9     0.055104
10    0.029805
11    0.079843
12    0.064446
13    0.081275
dtype: float64"
3444,"0     0.062405
1     0.269373
2     0.384826
3     0.401127
4     0.188992
5     0.132631
6     0.313703
7     0.590180
8     0.353678
9     0.461901
10    0.442661
11    0.069441
12    0.455083
13    0.349029
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.088981
4     0.076202
5     0.099276
6     0.055477
7     0.054891
8     0.037142
9     0.055104
10    0.029805
11    0.081900
12    0.064446
13    0.081275
dtype: float64"
3445,"0     0.062405
1     0.269373
2     0.384826
3     0.401127
4     0.188992
5     0.132631
6     0.313703
7     0.437292
8     0.353678
9     0.604837
10    0.442661
11    0.069441
12    0.455083
13    0.349029
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.088981
4     0.076202
5     0.099276
6     0.055477
7     0.055698
8     0.037142
9     0.054373
10    0.029805
11    0.081900
12    0.064446
13    0.081275
dtype: float64"
3446,"0     0.062405
1     0.269373
2     0.384826
3     0.129685
4     0.188992
5     0.391286
6     0.313703
7     0.437292
8     0.353678
9     0.604837
10    0.442661
11    0.069441
12    0.455083
13    0.349029
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.100714
4     0.076202
5     0.088213
6     0.055477
7     0.055698
8     0.037142
9     0.054373
10    0.029805
11    0.081900
12    0.064446
13    0.081275
dtype: float64"
3447,"0     0.062405
1     0.269373
2     0.384826
3     0.129685
4     0.188992
5     0.391286
6     0.313703
7     0.468340
8     0.353678
9     0.604837
10    0.442661
11    0.069441
12    0.426599
13    0.349029
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.100714
4     0.076202
5     0.088213
6     0.055477
7     0.053441
8     0.037142
9     0.054373
10    0.029805
11    0.081900
12    0.066265
13    0.081275
dtype: float64"
3448,"0     0.062405
1     0.269373
2     0.384826
3     0.129685
4     0.188992
5     0.391286
6     0.313703
7     0.528005
8     0.353678
9     0.604837
10    0.442661
11    0.069441
12    0.364367
13    0.349029
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.100714
4     0.076202
5     0.088213
6     0.055477
7     0.051035
8     0.037142
9     0.054373
10    0.029805
11    0.081900
12    0.069373
13    0.081275
dtype: float64"
3449,"0     0.062405
1     0.269373
2     0.384826
3     0.129685
4     0.188992
5     0.319307
6     0.313703
7     0.528005
8     0.353678
9     0.604837
10    0.442661
11    0.069441
12    0.364367
13    0.418624
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.100714
4     0.076202
5     0.106247
6     0.055477
7     0.051035
8     0.037142
9     0.054373
10    0.029805
11    0.081900
12    0.069373
13    0.065193
dtype: float64"
3450,"0     0.062405
1     0.269373
2     0.384826
3     0.129685
4     0.188992
5     0.319307
6     0.313703
7     0.433795
8     0.353678
9     0.687007
10    0.442661
11    0.069441
12    0.364367
13    0.418624
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.100714
4     0.076202
5     0.106247
6     0.055477
7     0.052331
8     0.037142
9     0.053172
10    0.029805
11    0.081900
12    0.069373
13    0.065193
dtype: float64"
3451,"0     0.062405
1     0.269373
2     0.384826
3     0.129685
4     0.188992
5     0.319307
6     0.313703
7     0.433795
8     0.353678
9     0.394242
10    0.442661
11    0.069441
12    0.676088
13    0.418624
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.100714
4     0.076202
5     0.106247
6     0.055477
7     0.052331
8     0.037142
9     0.067571
10    0.029805
11    0.081900
12    0.054025
13    0.065193
dtype: float64"
3452,"0     0.062405
1     0.269373
2     0.384826
3     0.129685
4     0.188992
5     0.319307
6     0.313703
7     0.433795
8     0.353678
9     0.394242
10    0.442661
11    0.069441
12    0.725646
13    0.358042
dtype: float64","0     0.067124
1     0.048111
2     0.046058
3     0.100714
4     0.076202
5     0.106247
6     0.055477
7     0.052331
8     0.037142
9     0.067571
10    0.029805
11    0.081900
12    0.054172
13    0.065510
dtype: float64"
3453,"0     0.199828
1     0.269373
2     0.384826
3     0.129685
4     0.063818
5     0.319307
6     0.313703
7     0.433795
8     0.353678
9     0.394242
10    0.442661
11    0.069441
12    0.725646
13    0.358042
dtype: float64","0     0.077106
1     0.048111
2     0.046058
3     0.100714
4     0.067103
5     0.106247
6     0.055477
7     0.052331
8     0.037142
9     0.067571
10    0.029805
11    0.081900
12    0.054172
13    0.065510
dtype: float64"
3454,"0     0.199828
1     0.271582
2     0.384826
3     0.129685
4     0.063818
5     0.319307
6     0.313703
7     0.433795
8     0.350605
9     0.394242
10    0.442661
11    0.069441
12    0.725646
13    0.358042
dtype: float64","0     0.077106
1     0.047629
2     0.046058
3     0.100714
4     0.067103
5     0.106247
6     0.055477
7     0.052331
8     0.037731
9     0.067571
10    0.029805
11    0.081900
12    0.054172
13    0.065510
dtype: float64"
3455,"0     0.199828
1     0.271582
2     0.384826
3     0.129685
4     0.063818
5     0.403756
6     0.313703
7     0.433795
8     0.350605
9     0.306250
10    0.442661
11    0.069441
12    0.725646
13    0.358042
dtype: float64","0     0.077106
1     0.047629
2     0.046058
3     0.100714
4     0.067103
5     0.070099
6     0.055477
7     0.052331
8     0.037731
9     0.104897
10    0.029805
11    0.081900
12    0.054172
13    0.065510
dtype: float64"
3456,"0     0.433027
1     0.271582
2     0.384826
3     0.129685
4     0.063818
5     0.403756
6     0.313703
7     0.199660
8     0.350605
9     0.306250
10    0.442661
11    0.069441
12    0.725646
13    0.358042
dtype: float64","0     0.052307
1     0.047629
2     0.046058
3     0.100714
4     0.067103
5     0.070099
6     0.055477
7     0.077224
8     0.037731
9     0.104897
10    0.029805
11    0.081900
12    0.054172
13    0.065510
dtype: float64"
3457,"0     0.198459
1     0.271582
2     0.384826
3     0.129685
4     0.063818
5     0.403756
6     0.313703
7     0.415718
8     0.350605
9     0.306250
10    0.442661
11    0.069441
12    0.725646
13    0.358042
dtype: float64","0     0.078361
1     0.047629
2     0.046058
3     0.100714
4     0.067103
5     0.070099
6     0.055477
7     0.053260
8     0.037731
9     0.104897
10    0.029805
11    0.081900
12    0.054172
13    0.065510
dtype: float64"
3458,"0     0.198459
1     0.271582
2     0.384826
3     0.129685
4     0.063818
5     0.393198
6     0.313703
7     0.428002
8     0.350605
9     0.306250
10    0.442661
11    0.069441
12    0.725646
13    0.358042
dtype: float64","0     0.078361
1     0.047629
2     0.046058
3     0.100714
4     0.067103
5     0.070982
6     0.055477
7     0.051521
8     0.037731
9     0.104897
10    0.029805
11    0.081900
12    0.054172
13    0.065510
dtype: float64"
3459,"0     0.198459
1     0.271582
2     0.384826
3     0.129685
4     0.063818
5     0.393198
6     0.313703
7     0.428002
8     0.350605
9     0.306250
10    0.442661
11    0.069441
12    0.725646
13    0.358042
dtype: float64","0     0.078361
1     0.047629
2     0.046058
3     0.100714
4     0.067103
5     0.070982
6     0.055477
7     0.051521
8     0.037731
9     0.104897
10    0.029805
11    0.081900
12    0.054172
13    0.065510
dtype: float64"
3460,"0     0.198459
1     0.271582
2     0.384826
3     0.304427
4     0.063818
5     0.393198
6     0.313703
7     0.428002
8     0.350605
9     0.128302
10    0.442661
11    0.069441
12    0.725646
13    0.358042
dtype: float64","0     0.078361
1     0.047629
2     0.046058
3     0.103920
4     0.067103
5     0.070982
6     0.055477
7     0.051521
8     0.037731
9     0.101678
10    0.029805
11    0.081900
12    0.054172
13    0.065510
dtype: float64"
3461,"0     0.198459
1     0.271582
2     0.384826
3     0.304427
4     0.052972
5     0.393198
6     0.313703
7     0.428002
8     0.350605
9     0.139971
10    0.442661
11    0.069441
12    0.725646
13    0.358042
dtype: float64","0     0.078361
1     0.047629
2     0.046058
3     0.103920
4     0.074037
5     0.070982
6     0.055477
7     0.051521
8     0.037731
9     0.093715
10    0.029805
11    0.081900
12    0.054172
13    0.065510
dtype: float64"
3462,"0     0.198459
1     0.271582
2     0.732934
3     0.304427
4     0.052972
5     0.393198
6     0.313703
7     0.428002
8     0.350605
9     0.139971
10    0.442661
11    0.069441
12    0.367596
13    0.358042
dtype: float64","0     0.078361
1     0.047629
2     0.054083
3     0.103920
4     0.074037
5     0.070982
6     0.055477
7     0.051521
8     0.037731
9     0.093715
10    0.029805
11    0.081900
12    0.045913
13    0.065510
dtype: float64"
3463,"0     0.198459
1     0.271582
2     0.732934
3     0.304427
4     0.052972
5     0.417450
6     0.313703
7     0.402025
8     0.350605
9     0.139971
10    0.442661
11    0.069441
12    0.367596
13    0.358042
dtype: float64","0     0.078361
1     0.047629
2     0.054083
3     0.103920
4     0.074037
5     0.052354
6     0.055477
7     0.071029
8     0.037731
9     0.093715
10    0.029805
11    0.081900
12    0.045913
13    0.065510
dtype: float64"
3464,"0     0.198459
1     0.271582
2     0.738591
3     0.304427
4     0.052972
5     0.417450
6     0.313703
7     0.402025
8     0.350605
9     0.139971
10    0.442661
11    0.069441
12    0.367596
13    0.358239
dtype: float64","0     0.078361
1     0.047629
2     0.052054
3     0.103920
4     0.074037
5     0.052354
6     0.055477
7     0.071029
8     0.037731
9     0.093715
10    0.029805
11    0.081900
12    0.045913
13    0.067368
dtype: float64"
3465,"0     0.198459
1     0.271582
2     0.738591
3     0.138648
4     0.052972
5     0.417450
6     0.313703
7     0.402025
8     0.350605
9     0.315493
10    0.442661
11    0.069441
12    0.367596
13    0.358239
dtype: float64","0     0.078361
1     0.047629
2     0.052054
3     0.079015
4     0.074037
5     0.052354
6     0.055477
7     0.071029
8     0.037731
9     0.120056
10    0.029805
11    0.081900
12    0.045913
13    0.067368
dtype: float64"
3466,"0     0.198459
1     0.271582
2     0.503243
3     0.138648
4     0.052972
5     0.417450
6     0.313703
7     0.636524
8     0.350605
9     0.315493
10    0.442661
11    0.069441
12    0.367596
13    0.358239
dtype: float64","0     0.078361
1     0.047629
2     0.051405
3     0.079015
4     0.074037
5     0.052354
6     0.055477
7     0.071052
8     0.037731
9     0.120056
10    0.029805
11    0.081900
12    0.045913
13    0.067368
dtype: float64"
3467,"0     0.198459
1     0.271582
2     0.713833
3     0.138648
4     0.052972
5     0.417450
6     0.313703
7     0.438043
8     0.350605
9     0.315493
10    0.442661
11    0.069441
12    0.367596
13    0.358239
dtype: float64","0     0.078361
1     0.047629
2     0.052394
3     0.079015
4     0.074037
5     0.052354
6     0.055477
7     0.069988
8     0.037731
9     0.120056
10    0.029805
11    0.081900
12    0.045913
13    0.067368
dtype: float64"
3468,"0     0.198459
1     0.271582
2     0.713833
3     0.138648
4     0.052972
5     0.417450
6     0.309091
7     0.438043
8     0.356240
9     0.315493
10    0.442661
11    0.069441
12    0.367596
13    0.358239
dtype: float64","0     0.078361
1     0.047629
2     0.052394
3     0.079015
4     0.074037
5     0.052354
6     0.054866
7     0.069988
8     0.037675
9     0.120056
10    0.029805
11    0.081900
12    0.045913
13    0.067368
dtype: float64"
3469,"0     0.198459
1     0.271582
2     0.370282
3     0.138648
4     0.052972
5     0.417450
6     0.309091
7     0.438043
8     0.356240
9     0.315493
10    0.442661
11    0.069441
12    0.708988
13    0.358239
dtype: float64","0     0.078361
1     0.047629
2     0.045528
3     0.079015
4     0.074037
5     0.052354
6     0.054866
7     0.069988
8     0.037675
9     0.120056
10    0.029805
11    0.081900
12    0.052753
13    0.067368
dtype: float64"
3470,"0     0.198459
1     0.271582
2     0.370282
3     0.138648
4     0.052972
5     0.417450
6     0.309091
7     0.438043
8     0.356240
9     0.315493
10    0.442661
11    0.069441
12    0.347378
13    0.704346
dtype: float64","0     0.078361
1     0.047629
2     0.045528
3     0.079015
4     0.074037
5     0.052354
6     0.054866
7     0.069988
8     0.037675
9     0.120056
10    0.029805
11    0.081900
12    0.067071
13    0.053654
dtype: float64"
3471,"0     0.114863
1     0.271582
2     0.370282
3     0.219415
4     0.052972
5     0.417450
6     0.309091
7     0.438043
8     0.356240
9     0.315493
10    0.442661
11    0.069441
12    0.347378
13    0.704346
dtype: float64","0     0.074714
1     0.047629
2     0.045528
3     0.082632
4     0.074037
5     0.052354
6     0.054866
7     0.069988
8     0.037675
9     0.120056
10    0.029805
11    0.081900
12    0.067071
13    0.053654
dtype: float64"
3472,"0     0.114863
1     0.271582
2     0.370282
3     0.219415
4     0.052972
5     0.417450
6     0.309091
7     0.419488
8     0.356240
9     0.315493
10    0.442661
11    0.069441
12    0.347378
13    0.722322
dtype: float64","0     0.074714
1     0.047629
2     0.045528
3     0.082632
4     0.074037
5     0.052354
6     0.054866
7     0.068623
8     0.037675
9     0.120056
10    0.029805
11    0.081900
12    0.067071
13    0.055077
dtype: float64"
3473,"0     0.114863
1     0.271582
2     0.370282
3     0.219415
4     0.052972
5     0.417450
6     0.309091
7     0.419488
8     0.356240
9     0.315493
10    0.442661
11    0.069441
12    0.352014
13    0.742099
dtype: float64","0     0.074714
1     0.047629
2     0.045528
3     0.082632
4     0.074037
5     0.052354
6     0.054866
7     0.068623
8     0.037675
9     0.120056
10    0.029805
11    0.081900
12    0.066591
13    0.054800
dtype: float64"
3474,"0     0.114863
1     0.271582
2     0.347281
3     0.219415
4     0.052972
5     0.417450
6     0.309091
7     0.419488
8     0.356240
9     0.315493
10    0.442661
11    0.069441
12    0.352014
13    0.731457
dtype: float64","0     0.074714
1     0.047629
2     0.044062
3     0.082632
4     0.074037
5     0.052354
6     0.054866
7     0.068623
8     0.037675
9     0.120056
10    0.029805
11    0.081900
12    0.066591
13    0.055320
dtype: float64"
3475,"0     0.114863
1     0.271582
2     0.347281
3     0.219415
4     0.052972
5     0.081692
6     0.309091
7     0.419488
8     0.356240
9     0.315493
10    0.442661
11    0.437149
12    0.352014
13    0.731457
dtype: float64","0     0.074714
1     0.047629
2     0.044062
3     0.082632
4     0.074037
5     0.079523
6     0.054866
7     0.068623
8     0.037675
9     0.120056
10    0.029805
11    0.052133
12    0.066591
13    0.055320
dtype: float64"
3476,"0     0.106611
1     0.271582
2     0.347281
3     0.219415
4     0.052972
5     0.089148
6     0.309091
7     0.419488
8     0.356240
9     0.315493
10    0.442661
11    0.437149
12    0.352014
13    0.731457
dtype: float64","0     0.075824
1     0.047629
2     0.044062
3     0.082632
4     0.074037
5     0.078523
6     0.054866
7     0.068623
8     0.037675
9     0.120056
10    0.029805
11    0.052133
12    0.066591
13    0.055320
dtype: float64"
3477,"0     0.103410
1     0.271582
2     0.347281
3     0.219415
4     0.053789
5     0.089148
6     0.309091
7     0.419488
8     0.356240
9     0.315493
10    0.442661
11    0.437149
12    0.352014
13    0.731457
dtype: float64","0     0.076425
1     0.047629
2     0.044062
3     0.082632
4     0.073353
5     0.078523
6     0.054866
7     0.068623
8     0.037675
9     0.120056
10    0.029805
11    0.052133
12    0.066591
13    0.055320
dtype: float64"
3478,"0     0.103410
1     0.273520
2     0.347281
3     0.219415
4     0.053789
5     0.089148
6     0.309091
7     0.419488
8     0.356508
9     0.315493
10    0.442661
11    0.437149
12    0.352014
13    0.731457
dtype: float64","0     0.076425
1     0.046971
2     0.044062
3     0.082632
4     0.073353
5     0.078523
6     0.054866
7     0.068623
8     0.038099
9     0.120056
10    0.029805
11    0.052133
12    0.066591
13    0.055320
dtype: float64"
