"GEO_ID","NAME","P1_001N","P1_002N","P1_003N","P1_004N","P1_005N","P1_006N","P1_007N","P1_008N","P1_009N","P1_010N","P1_011N","P1_012N","P1_013N","P1_014N","P1_015N","P1_016N","P1_017N","P1_018N","P1_019N","P1_020N","P1_021N","P1_022N","P1_023N","P1_024N","P1_025N","P1_026N","P1_027N","P1_028N","P1_029N","P1_030N","P1_031N","P1_032N","P1_033N","P1_034N","P1_035N","P1_036N","P1_037N","P1_038N","P1_039N","P1_040N","P1_041N","P1_042N","P1_043N","P1_044N","P1_045N","P1_046N","P1_047N","P1_048N","P1_049N","P1_050N","P1_051N","P1_052N","P1_053N","P1_054N","P1_055N","P1_056N","P1_057N","P1_058N","P1_059N","P1_060N","P1_061N","P1_062N","P1_063N","P1_064N","P1_065N","P1_066N","P1_067N","P1_068N","P1_069N","P1_070N","P1_071N",
"7000000US13057000010","CANTON, Cherokee County, Georgia","12914","11633","8937","1121","206","92","5","1272","1281","1227","114","230","37","0","760","16","4","0","28","0","1","31","1","2","3","54","22","6","0","8","4","0","8","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000011","CARMEL, Cherokee County, Georgia","6848","6079","4202","1137","26","198","1","515","769","731","86","87","41","2","451","7","1","0","40","0","0","10","0","6","0","31","2","3","1","5","0","0","14","2","3","0","0","0","1","0","0","0","0","0","0","0","5","0","0","4","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0",
"7000000US13057000012","WOODSTOCK, Cherokee County, Georgia","10797","9688","7373","1421","21","356","3","514","1109","1050","145","122","126","3","577","18","12","0","36","1","1","5","1","3","0","54","9","7","0","19","5","0","12","0","2","0","0","0","0","0","0","0","0","0","0","0","5","2","0","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000013","CLAYTON, Cherokee County, Georgia","6499","5995","5394","336","23","66","3","173","504","485","67","124","36","0","237","0","0","3","16","0","0","2","0","0","0","18","0","3","0","0","7","0","5","1","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000014","CONNS CREEK, Cherokee County, Georgia","1321","1242","1198","8","7","2","0","27","79","72","5","29","0","0","37","0","0","0","1","0","0","0","0","0","0","7","1","0","0","1","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000015","DEER RUN, Cherokee County, Georgia","4053","3715","3094","380","14","119","4","104","338","320","33","50","31","3","167","13","8","0","11","1","1","0","0","2","0","18","2","0","0","2","3","1","0","0","8","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000016","DIXIE, Cherokee County, Georgia","8540","7467","5718","909","50","166","4","620","1073","1032","111","142","69","4","619","6","5","0","43","1","0","32","0","0","0","37","9","1","0","9","3","0","12","0","3","0","0","0","0","0","0","0","0","0","0","0","4","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000018","FREEHOME, Cherokee County, Georgia","7091","6628","6197","154","27","93","6","151","463","451","31","121","42","8","226","5","1","0","9","0","2","4","0","2","0","12","1","4","0","2","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000019","HICKORY FLAT, Cherokee County, Georgia","10061","9181","7983","637","25","260","2","274","880","848","109","150","119","4","423","8","2","1","21","0","0","3","0","5","3","28","9","7","0","0","2","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000020","HIGHTOWER, Cherokee County, Georgia","4441","4146","4007","63","10","33","1","32","295","283","16","94","25","1","142","1","0","0","3","0","0","0","0","1","0","10","5","0","0","0","3","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0",
"7000000US13057000021","HILLSIDE, Cherokee County, Georgia","3689","3472","3263","137","4","34","0","34","217","206","21","62","12","0","109","0","0","0","0","1","0","1","0","0","0","10","4","0","0","2","0","0","1","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000022","HOLLY SPRINGS, Cherokee County, Georgia","4828","4424","3776","319","43","90","1","195","404","381","46","100","9","1","181","6","8","0","23","2","0","0","3","2","0","20","1","0","0","5","4","0","6","1","1","0","1","0","0","1","0","0","0","0","0","0","3","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000023","KELLOGG, Cherokee County, Georgia","8637","7366","5648","675","57","179","2","805","1271","1208","113","149","90","9","795","7","9","0","18","6","0","10","0","1","1","62","24","0","0","7","3","0","25","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000024","LIBERTY, Cherokee County, Georgia","12485","11230","8969","1327","44","246","3","641","1255","1190","155","245","93","2","635","12","12","1","18","1","0","4","4","7","1","62","7","11","0","6","6","0","19","7","4","0","0","0","0","2","0","0","0","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000026","LITTLE RIVER, Cherokee County, Georgia","10018","9056","7417","788","16","377","11","447","962","912","106","109","99","0","560","5","9","0","9","0","0","5","2","8","0","49","5","7","0","10","4","0","7","2","11","0","0","0","3","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000027","MACEDONIA, Cherokee County, Georgia","6420","5921","5446","265","12","97","2","99","499","480","57","119","64","2","209","0","5","0","7","0","0","3","2","12","0","18","2","1","0","2","3","0","7","0","3","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000028","MOUNTAIN ROAD, Cherokee County, Georgia","4098","3768","3461","83","4","59","0","161","330","321","28","93","19","4","168","1","3","0","3","0","0","0","0","1","1","8","0","0","0","1","1","0","4","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000029","OAK GROVE, Cherokee County, Georgia","5057","4569","3757","449","27","141","3","192","488","454","64","98","43","2","213","4","10","0","11","0","0","7","1","1","0","34","9","1","1","4","1","1","8","6","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US13057000030","R M MOORE, Cherokee County, Georgia","4972","4760","4469","139","37","38","1","76","212","208","32","77","18","1","74","1","0","0","3","0","0","1","0","1","0","4","1","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
