plan_id,black_scores,latino_scores
3237,"{1: 0.9551857388242155, 2: 0, 3: 0, 4: 0, 5: 0.9820240300347601, 6: 0.7184424943379112, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.49212477297025187, 12: 0, 13: 0, 14: 1}","{1: 0.10700810016095395, 2: 0, 3: 0, 4: 0, 5: 0.0965367224503154, 6: 0.19807020595482533, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.1736988140875494, 12: 0, 13: 0, 14: 0.12010944388972505}"
3238,"{1: 0, 2: 0, 3: 0.950581294892368, 4: 0, 5: 0.9820240300347601, 6: 0.7184424943379112, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.49212477297025187, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10990245342931775, 4: 0, 5: 0.0965367224503154, 6: 0.19807020595482533, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.1736988140875494, 12: 0, 13: 0, 14: 0.12010944388972505}"
3239,"{1: 0, 2: 0, 3: 0.950581294892368, 4: 0, 5: 0.7223325258774662, 6: 0.9842049635565798, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.49212477297025187, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10990245342931775, 4: 0, 5: 0.1431305959234477, 6: 0.14936307297791043, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.1736988140875494, 12: 0, 13: 0, 14: 0.12010944388972505}"
3240,"{1: 0, 2: 0, 3: 0.950581294892368, 4: 0, 5: 0.6051636579337546, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.49212477297025187, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10990245342931775, 4: 0, 5: 0.19637040817526502, 6: 0.09727072414254942, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.1736988140875494, 12: 0, 13: 0, 14: 0.12010944388972505}"
3241,"{1: 0, 2: 0, 3: 0.950581294892368, 4: 0, 5: 0.6051636579337546, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.49212477297025187, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10990245342931775, 4: 0, 5: 0.19637040817526502, 6: 0.12317788716319941, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.1736988140875494, 12: 0, 13: 0, 14: 0.09609219206681044}"
3242,"{1: 0, 2: 0, 3: 0.9384631731649443, 4: 0, 5: 0.6051636579337546, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.49212477297025187, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10680324210590202, 4: 0, 5: 0.19637040817526502, 6: 0.12317788716319941, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.1736988140875494, 12: 0, 13: 0, 14: 0.09609219206681044}"
3243,"{1: 0, 2: 0, 3: 0.9384631731649443, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.48599816734447826, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10680324210590202, 4: 0, 5: 0.19678236364439736, 6: 0.12317788716319941, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.17360751146302758, 12: 0, 13: 0, 14: 0.09609219206681044}"
3244,"{1: 0.4801830081380691, 2: 0, 3: 0.9384631731649443, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0.17204164960435167, 2: 0, 3: 0.10680324210590202, 4: 0, 5: 0.19678236364439736, 6: 0.12317788716319941, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.09609219206681044}"
3245,"{1: 0.5012756259586572, 2: 0, 3: 0.9384631731649443, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0.17176958962627253, 2: 0, 3: 0.10680324210590202, 4: 0, 5: 0.19678236364439736, 6: 0.12317788716319941, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0.09609219206681044}"
3246,"{1: 0, 2: 0, 3: 0.9384631731649443, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.4878616816724027, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10680324210590202, 4: 0, 5: 0.19678236364439736, 6: 0.12317788716319941, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.1694820883727585, 12: 0, 13: 0, 14: 0.09609219206681044}"
3247,"{1: 0, 2: 0, 3: 0.9384631731649443, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.4905251965509881, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10680324210590202, 4: 0, 5: 0.19678236364439736, 6: 0.12317788716319941, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.16893358590682866, 12: 0, 13: 0, 14: 0.09609219206681044}"
3248,"{1: 0, 2: 0, 3: 0.9624383029274619, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.4905251965509881, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10516817544904972, 4: 0, 5: 0.19678236364439736, 6: 0.12317788716319941, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.16893358590682866, 12: 0, 13: 0, 14: 0.09609219206681044}"
3249,"{1: 0, 2: 0, 3: 0.9624383029274619, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.4905251965509881, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10516817544904972, 4: 0, 5: 0.19678236364439736, 6: 0.10054028822899741, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.16893358590682866, 12: 0, 13: 0, 14: 0.11818957076196775}"
3250,"{1: 0, 2: 0, 3: 0.9624383029274619, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0.49445433124934113, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10516817544904972, 4: 0, 5: 0.19678236364439736, 6: 0.10054028822899741, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0.17197877398955888, 11: 0, 12: 0, 13: 0, 14: 0.11818957076196775}"
3251,"{1: 0, 2: 0, 3: 0.9624383029274619, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0.49055202359582656, 11: 0, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10516817544904972, 4: 0, 5: 0.19678236364439736, 6: 0.10054028822899741, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0.17271411802128106, 11: 0, 12: 0, 13: 0, 14: 0.11818957076196775}"
3252,"{1: 0, 2: 0, 3: 0.9624383029274619, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.4967759941499944, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10516817544904972, 4: 0, 5: 0.19678236364439736, 6: 0.10054028822899741, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.17464132724939976, 12: 0, 13: 0, 14: 0.11818957076196775}"
3253,"{1: 0, 2: 0, 3: 0.9624383029274619, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.4967759941499944, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10516817544904972, 4: 0, 5: 0.19678236364439736, 6: 0.10054028822899741, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.17464132724939976, 12: 0, 13: 0, 14: 0.11818957076196775}"
3254,"{1: 0, 2: 0, 3: 0.8928948838859567, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.4967759941499944, 12: 0, 13: 0, 14: 1}","{1: 0, 2: 0, 3: 0.10176052564887818, 4: 0, 5: 0.19678236364439736, 6: 0.10054028822899741, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.17464132724939976, 12: 0, 13: 0, 14: 0.11911385911401501}"
3255,"{1: 0, 2: 0, 3: 0.8928948838859567, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7446419882787969, 9: 0, 10: 0, 11: 0.4967759941499944, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.10176052564887818, 4: 0, 5: 0.19678236364439736, 6: 0.10054028822899741, 7: 0, 8: 0.20498052492726795, 9: 0, 10: 0, 11: 0.17464132724939976, 12: 0.11849278654133846, 13: 0, 14: 0}"
3256,"{1: 0, 2: 0, 3: 0.8928948838859567, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7443670226640682, 9: 0, 10: 0, 11: 0.4967759941499944, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.10176052564887818, 4: 0, 5: 0.19678236364439736, 6: 0.10054028822899741, 7: 0, 8: 0.2051610354763139, 9: 0, 10: 0, 11: 0.17464132724939976, 12: 0.11849278654133846, 13: 0, 14: 0}"
3257,"{1: 0, 2: 0, 3: 0.8928948838859567, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7380252060109972, 9: 0, 10: 0, 11: 0.4967759941499944, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.10176052564887818, 4: 0, 5: 0.19678236364439736, 6: 0.10054028822899741, 7: 0, 8: 0.2066319627216335, 9: 0, 10: 0, 11: 0.17464132724939976, 12: 0.12028340022150091, 13: 0, 14: 0}"
3258,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0.6139957271864193, 6: 0.9337578613966597, 7: 0, 8: 0.7380252060109972, 9: 0, 10: 0, 11: 0.4967759941499944, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.10006917219530902, 4: 0, 5: 0.19678236364439736, 6: 0.10217166331121641, 7: 0, 8: 0.2066319627216335, 9: 0, 10: 0, 11: 0.17464132724939976, 12: 0.12028340022150091, 13: 0, 14: 0}"
3259,"{1: 0, 2: 0, 3: 0.9434188917644721, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7380252060109972, 9: 0, 10: 0, 11: 0.4967759941499944, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.10168378156530308, 4: 0, 5: 0.19678236364439736, 6: 0.100521719359953, 7: 0, 8: 0.2066319627216335, 9: 0, 10: 0, 11: 0.17464132724939976, 12: 0.12028340022150091, 13: 0, 14: 0}"
3260,"{1: 0, 2: 0, 3: 0.9434188917644721, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7380252060109972, 9: 0, 10: 0.5044422424090409, 11: 0, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.10168378156530308, 4: 0, 5: 0.19678236364439736, 6: 0.100521719359953, 7: 0, 8: 0.2066319627216335, 9: 0, 10: 0.17645145322186673, 11: 0, 12: 0.12028340022150091, 13: 0, 14: 0}"
3261,"{1: 0, 2: 0, 3: 0.9480302396006057, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7380252060109972, 9: 0, 10: 0, 11: 0, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.15439192015014563, 4: 0, 5: 0.19678236364439736, 6: 0.100521719359953, 7: 0, 8: 0.2066319627216335, 9: 0, 10: 0, 11: 0, 12: 0.12028340022150091, 13: 0, 14: 0}"
3262,"{1: 0, 2: 0, 3: 0.9480302396006057, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.7380252060109972, 9: 0, 10: 0, 11: 0, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.15439192015014563, 4: 0, 5: 0.19678236364439736, 6: 0.100521719359953, 7: 0, 8: 0.2066319627216335, 9: 0, 10: 0, 11: 0, 12: 0.12028340022150091, 13: 0, 14: 0}"
3263,"{1: 0, 2: 0, 3: 0.9480302396006057, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0.8268745337695564, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.15439192015014563, 4: 0, 5: 0.19678236364439736, 6: 0.100521719359953, 7: 0, 8: 0.12179575878037968, 9: 0, 10: 0, 11: 0, 12: 0.19606836219791948, 13: 0, 14: 0}"
3264,"{1: 0, 2: 0, 3: 0.8822127963456449, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0.8268745337695564, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.1630607433664608, 4: 0, 5: 0.19678236364439736, 6: 0.100521719359953, 7: 0, 8: 0.11624127631930989, 9: 0, 10: 0, 11: 0, 12: 0.19606836219791948, 13: 0, 14: 0}"
3265,"{1: 0, 2: 0, 3: 0.8822127963456449, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0.8268745337695564, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.1630607433664608, 4: 0, 5: 0.19678236364439736, 6: 0.100521719359953, 7: 0, 8: 0.11624127631930989, 9: 0, 10: 0, 11: 0, 12: 0.19606836219791948, 13: 0, 14: 0}"
3266,"{1: 0, 2: 0, 3: 0.8822127963456449, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.9190223629421698, 9: 0, 10: 0, 11: 0, 12: 0.8268745337695564, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.1630607433664608, 4: 0, 5: 0.19678236364439736, 6: 0.10861841728928438, 7: 0, 8: 0.10903976849789494, 9: 0, 10: 0, 11: 0, 12: 0.19606836219791948, 13: 0, 14: 0}"
3267,"{1: 0, 2: 0, 3: 0.8803154164558316, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.9222327273580898, 9: 0, 10: 0, 11: 0, 12: 0.8268745337695564, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.1599964155080437, 4: 0, 5: 0.19678236364439736, 6: 0.10861841728928438, 7: 0, 8: 0.11005161529849561, 9: 0, 10: 0, 11: 0, 12: 0.19606836219791948, 13: 0, 14: 0}"
3268,"{1: 0, 2: 0, 3: 0.8803154164558316, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.9222327273580898, 9: 0, 10: 0, 11: 0, 12: 0.8268745337695564, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.1599964155080437, 4: 0, 5: 0.19678236364439736, 6: 0.10861841728928438, 7: 0, 8: 0.11005161529849561, 9: 0, 10: 0, 11: 0, 12: 0.19606836219791948, 13: 0, 14: 0}"
3269,"{1: 0, 2: 0, 3: 0.8803154164558316, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.9222327273580898, 9: 0, 10: 0, 11: 0, 12: 0.8268745337695564, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.1599964155080437, 4: 0, 5: 0.19678236364439736, 6: 0.10861841728928438, 7: 0, 8: 0.11005161529849561, 9: 0, 10: 0, 11: 0, 12: 0.19606836219791948, 13: 0, 14: 0}"
3270,"{1: 0, 2: 0, 3: 0.8803154164558316, 4: 0, 5: 0.6139957271864193, 6: 1, 7: 0, 8: 0.9222327273580898, 9: 0, 10: 0, 11: 0, 12: 0.8268745337695564, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.1599964155080437, 4: 0, 5: 0.19678236364439736, 6: 0.10861841728928438, 7: 0, 8: 0.11005161529849561, 9: 0, 10: 0, 11: 0, 12: 0.19606836219791948, 13: 0, 14: 0}"
3271,"{1: 0, 2: 0, 3: 0.8803154164558316, 4: 0, 5: 0.6032326325073647, 6: 1, 7: 0, 8: 0.9222327273580898, 9: 0, 10: 0, 11: 0, 12: 0.8450320870361347, 13: 0, 14: 0}","{1: 0, 2: 0, 3: 0.1599964155080437, 4: 0, 5: 0.20444769519335992, 6: 0.10861841728928438, 7: 0, 8: 0.11005161529849561, 9: 0, 10: 0, 11: 0, 12: 0.18893901747709074, 13: 0, 14: 0}"
3272,"{1: 0, 2: 1, 3: 0.8803154164558316, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0.9222327273580898, 9: 0, 10: 0, 11: 0, 12: 0.8450320870361347, 13: 0, 14: 0}","{1: 0, 2: 0.1105848252176799, 3: 0.1599964155080437, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0.11005161529849561, 9: 0, 10: 0, 11: 0, 12: 0.18893901747709074, 13: 0, 14: 0}"
3273,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0.9222327273580898, 9: 0, 10: 0, 11: 0.8772483038380857, 12: 0.8450320870361347, 13: 0, 14: 0}","{1: 0, 2: 0.1105848252176799, 3: 0, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0.11005161529849561, 9: 0, 10: 0, 11: 0.15358950296129328, 12: 0.18893901747709074, 13: 0, 14: 0}"
3274,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0.8772483038380857, 12: 0.8450320870361347, 13: 0, 14: 0}","{1: 0, 2: 0.1001276332235946, 3: 0, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0.12060152233544792, 9: 0, 10: 0, 11: 0.15358950296129328, 12: 0.18893901747709074, 13: 0, 14: 0}"
3275,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0.8772483038380857, 12: 0.8450320870361347, 13: 0, 14: 0}","{1: 0, 2: 0.1001276332235946, 3: 0, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0.12060152233544792, 9: 0, 10: 0, 11: 0.15358950296129328, 12: 0.18893901747709074, 13: 0, 14: 0}"
3276,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0.8772483038380857, 12: 0.8450320870361347, 13: 0, 14: 0}","{1: 0, 2: 0.1001276332235946, 3: 0, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0.12060152233544792, 9: 0, 10: 0, 11: 0.15358950296129328, 12: 0.18893901747709074, 13: 0, 14: 0}"
3277,"{1: 0, 2: 1, 3: 0, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0.8731616315836124, 9: 0, 10: 0, 11: 1, 12: 0.8450320870361347, 13: 0, 14: 0}","{1: 0, 2: 0.1001276332235946, 3: 0, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0.15516520267719394, 9: 0, 10: 0, 11: 0.1188182264311137, 12: 0.18893901747709074, 13: 0, 14: 0}"
3278,"{1: 0, 2: 1, 3: 0.8462676002543184, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0.8731616315836124, 9: 0, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.1001276332235946, 3: 0.18586687610781577, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0.15516520267719394, 9: 0, 10: 0, 11: 0.1188182264311137, 12: 0, 13: 0, 14: 0}"
3279,"{1: 0, 2: 1, 3: 0.8462676002543184, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0.8731616315836124, 9: 0, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.1001276332235946, 3: 0.18586687610781577, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0.15516520267719394, 9: 0, 10: 0, 11: 0.1188182264311137, 12: 0, 13: 0, 14: 0}"
3280,"{1: 0, 2: 1, 3: 0.8462676002543184, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0.8731616315836124, 9: 0, 10: 0, 11: 1, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.1001276332235946, 3: 0.18586687610781577, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0.15516520267719394, 9: 0, 10: 0, 11: 0.1188182264311137, 12: 0, 13: 0, 14: 0}"
3281,"{1: 0, 2: 1, 3: 0.8462676002543184, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.1001276332235946, 3: 0.18586687610781577, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1188182264311137, 12: 0.1573283513884025, 13: 0, 14: 0}"
3282,"{1: 0, 2: 1, 3: 0.8491578051290413, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.1001276332235946, 3: 0.18483194669954794, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1188182264311137, 12: 0.1573283513884025, 13: 0, 14: 0}"
3283,"{1: 0, 2: 1, 3: 0.8491578051290413, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.1001276332235946, 3: 0.18483194669954794, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1188182264311137, 12: 0.1573283513884025, 13: 0, 14: 0}"
3284,"{1: 0, 2: 1, 3: 0.8491578051290413, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.9993758398493376, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.12531031268301607, 3: 0.18483194669954794, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.09392035837858223, 12: 0.1573283513884025, 13: 0, 14: 0}"
3285,"{1: 0, 2: 1, 3: 0.8491578051290413, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.12339656594459758, 3: 0.18483194669954794, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.0939846137595975, 12: 0.1573283513884025, 13: 0, 14: 0}"
3286,"{1: 0, 2: 1, 3: 1, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7503848511895626, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.12339656594459758, 3: 0.08987067626429911, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.19912590222080054, 12: 0.1573283513884025, 13: 0, 14: 0}"
3287,"{1: 0, 2: 1, 3: 1, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7503848511895626, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.12339656594459758, 3: 0.08987067626429911, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.19912590222080054, 12: 0.1573283513884025, 13: 0, 14: 0}"
3288,"{1: 0, 2: 1, 3: 1, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7503848511895626, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.10749564701879706, 3: 0.10578527658481507, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.19912590222080054, 12: 0.1573283513884025, 13: 0, 14: 0}"
3289,"{1: 0, 2: 1, 3: 1, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7503848511895626, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.10749564701879706, 3: 0.10578527658481507, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.19912590222080054, 12: 0.1573283513884025, 13: 0, 14: 0}"
3290,"{1: 0, 2: 1, 3: 1, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7819829562600069, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.10749564701879706, 3: 0.10748549379143438, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.19404718773297963, 12: 0.1573283513884025, 13: 0, 14: 0}"
3291,"{1: 0, 2: 1, 3: 1, 4: 0, 5: 0.6032326325073647, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7895620485031641, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.10749564701879706, 3: 0.10748549379143438, 4: 0, 5: 0.20444769519335992, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1856100641027583, 12: 0.1573283513884025, 13: 0, 14: 0}"
3292,"{1: 0, 2: 1, 3: 1, 4: 0, 5: 0.6219215124656925, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7895620485031641, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.10749564701879706, 3: 0.10248898474540626, 4: 0, 5: 0.21032228574085327, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1856100641027583, 12: 0.1573283513884025, 13: 0, 14: 0}"
3293,"{1: 0, 2: 1, 3: 1, 4: 0, 5: 0.6219215124656925, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7895620485031641, 12: 0.8590419482352818, 13: 0, 14: 0}","{1: 0, 2: 0.11140080390946312, 3: 0.09855205006408053, 4: 0, 5: 0.21032228574085327, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1856100641027583, 12: 0.1573283513884025, 13: 0, 14: 0}"
3294,"{1: 0, 2: 1, 3: 0.8607041398680367, 4: 0, 5: 0.6219215124656925, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.7895620485031641, 12: 1, 13: 0, 14: 0}","{1: 0, 2: 0.11140080390946312, 3: 0.15533605314119117, 4: 0, 5: 0.21032228574085327, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1856100641027583, 12: 0.0957823023747697, 13: 0, 14: 0}"
