plan_id,black_scores,latino_scores
15,"{1: 0, 2: 0.98173269323605, 3: 0, 4: 1, 5: 0.7478662310418689, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.07413030098001279, 3: 0, 4: 0.16526996786028592, 5: 0.11128029041687769, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1591577426643532, 12: 0, 13: 0.1686564317293721, 14: 0}"
16,"{1: 0, 2: 0.98173269323605, 3: 0, 4: 1, 5: 0.7478662310418689, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.07413030098001279, 3: 0, 4: 0.16526996786028592, 5: 0.11128029041687769, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1587522348823114, 12: 0, 13: 0.1686564317293721, 14: 0}"
17,"{1: 0, 2: 0.98173269323605, 3: 0, 4: 1, 5: 0.7478662310418689, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.07413030098001279, 3: 0, 4: 0.16526996786028592, 5: 0.11128029041687769, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1587522348823114, 12: 0, 13: 0.1686564317293721, 14: 0}"
18,"{1: 0, 2: 0.98173269323605, 3: 0, 4: 1, 5: 0.7478662310418689, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.07413030098001279, 3: 0, 4: 0.16526996786028592, 5: 0.11128029041687769, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1587522348823114, 12: 0, 13: 0.1686564317293721, 14: 0}"
19,"{1: 0, 2: 0.98173269323605, 3: 0, 4: 1, 5: 0.7478662310418689, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 1, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.07413030098001279, 3: 0, 4: 0.16526996786028592, 5: 0.11128029041687769, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0, 11: 0.1587522348823114, 12: 0, 13: 0.1686564317293721, 14: 0}"
20,"{1: 0, 2: 0.98173269323605, 3: 0, 4: 1, 5: 0.7478662310418689, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.995859198332471, 11: 1, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.07413030098001279, 3: 0, 4: 0.16526996786028592, 5: 0.11128029041687769, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.09541710241214316, 11: 0.1587522348823114, 12: 0, 13: 0, 14: 0}"
21,"{1: 0, 2: 0.98173269323605, 3: 0, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.995859198332471, 11: 0.6947778452066563, 12: 0, 13: 0, 14: 0}","{1: 0, 2: 0.07413030098001279, 3: 0, 4: 0.16526996786028592, 5: 0.15361606224667798, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.09541710241214316, 11: 0.11420414639364442, 12: 0, 13: 0, 14: 0}"
22,"{1: 0, 2: 0.98173269323605, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.995859198332471, 11: 0.6947778452066563, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.07413030098001279, 3: 0, 4: 0, 5: 0.15361606224667798, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.09541710241214316, 11: 0.11420414639364442, 12: 0, 13: 0.1641311041833907, 14: 0}"
23,"{1: 0, 2: 0.98173269323605, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.9386156836367944, 11: 0.6947778452066563, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.07413030098001279, 3: 0, 4: 0, 5: 0.15361606224667798, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.09505307131435624, 11: 0.11420414639364442, 12: 0, 13: 0.1641311041833907, 14: 0}"
24,"{1: 0, 2: 0.98173269323605, 3: 0, 4: 0, 5: 1, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.9386156836367944, 11: 0.7188506342009905, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.07413030098001279, 3: 0, 4: 0, 5: 0.15361606224667798, 6: 0, 7: 0, 8: 0, 9: 0, 10: 0.09505307131435624, 11: 0.1114829455054105, 12: 0, 13: 0.1641311041833907, 14: 0}"
