plan_id,black_scores,latino_scores
2793,"{1: 0, 2: 0.7871626834202788, 3: 0.730009090261488, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0.6994801882182966, 8: 0.5497462390318657, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.15411274909647066, 4: 0.0948168479649303, 5: 0.10261699537274431, 6: 0, 7: 0.12803665379133508, 8: 0.26920472456666317, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10472596988131576, 14: 0}"
2794,"{1: 0, 2: 0.7871626834202788, 3: 0.7070500737503279, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0.7209417349292035, 8: 0.5497462390318657, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.12915572953458432, 4: 0.0948168479649303, 5: 0.10261699537274431, 6: 0, 7: 0.15229521248413552, 8: 0.26920472456666317, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.10472596988131576, 14: 0}"
2795,"{1: 0, 2: 0.7871626834202788, 3: 0.455510766822596, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0.7209417349292035, 8: 0.5497462390318657, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.1501781592845618, 4: 0.0948168479649303, 5: 0.10261699537274431, 6: 0, 7: 0.15229521248413552, 8: 0.26920472456666317, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.09068225623506265, 14: 0}"
2796,"{1: 0, 2: 0.7871626834202788, 3: 0.455510766822596, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0.7209417349292035, 8: 0.5497462390318657, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.1501781592845618, 4: 0.0948168479649303, 5: 0.10655046958748149, 6: 0, 7: 0.15229521248413552, 8: 0.26920472456666317, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.08580110396176771, 14: 0}"
2797,"{1: 0, 2: 0.7871626834202788, 3: 0.455510766822596, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0.7209417349292035, 8: 0.5497462390318657, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.1501781592845618, 4: 0.0948168479649303, 5: 0.10655046958748149, 6: 0, 7: 0.15229521248413552, 8: 0.26920472456666317, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.08580110396176771, 14: 0}"
2798,"{1: 0, 2: 0.7871626834202788, 3: 0.455510766822596, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0.7209417349292035, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.5505597374865573, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.1501781592845618, 4: 0.0948168479649303, 5: 0.10655046958748149, 6: 0, 7: 0.15229521248413552, 8: 0.08620443489625099, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.2727214350999326, 14: 0}"
2799,"{1: 0, 2: 0.7871626834202788, 3: 0.49838052037380626, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0.7209417349292035, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.5094750361114453, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.19028932199430784, 4: 0.0948168479649303, 5: 0.10655046958748149, 6: 0, 7: 0.15229521248413552, 8: 0.08620443489625099, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.23419527002041365, 14: 0}"
2800,"{1: 0, 2: 0.7871626834202788, 3: 0.49838052037380626, 4: 0.97711708704992, 5: 1, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.5094750361114453, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.19028932199430784, 4: 0.0948168479649303, 5: 0.10655046958748149, 6: 0, 7: 0, 8: 0.08620443489625099, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.23419527002041365, 14: 0}"
2801,"{1: 0, 2: 0.7871626834202788, 3: 0.49838052037380626, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.5094750361114453, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.19028932199430784, 4: 0.08719636769003579, 5: 0.10655046958748149, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.23419527002041365, 14: 0}"
2802,"{1: 0, 2: 0.7871626834202788, 3: 0.4918027067074204, 4: 1, 5: 1, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.5160926235812736, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.18622302907086516, 4: 0.08719636769003579, 5: 0.10655046958748149, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.2388287749787981, 14: 0}"
2803,"{1: 0, 2: 0.7871626834202788, 3: 0.4918027067074204, 4: 0.5158221722107383, 5: 1, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.18622302907086516, 4: 0.23722774598063942, 5: 0.10655046958748149, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.08748866467424965, 14: 0}"
2804,"{1: 0, 2: 0.7871626834202788, 3: 0.4918027067074204, 4: 0.5158221722107383, 5: 1, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0, 2: 0.0929588906692498, 3: 0.18622302907086516, 4: 0.23722774598063942, 5: 0.10655046958748149, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.08748866467424965, 14: 0}"
2805,"{1: 1, 2: 0.7871626834202788, 3: 0.4918027067074204, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0.11417146035911792, 2: 0.0929588906692498, 3: 0.18622302907086516, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.08748866467424965, 14: 0}"
2806,"{1: 1, 2: 0.7871626834202788, 3: 0.4918027067074204, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0.11417146035911792, 2: 0.0929588906692498, 3: 0.18622302907086516, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.08748866467424965, 14: 0}"
2807,"{1: 1, 2: 0.7871626834202788, 3: 0.5010538945252131, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0.11417146035911792, 2: 0.0929588906692498, 3: 0.18592656043329853, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.08748866467424965, 14: 0}"
2808,"{1: 1, 2: 0.7871626834202788, 3: 0.5010538945252131, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 1, 14: 0}","{1: 0.11562099182257948, 2: 0.0929588906692498, 3: 0.18592656043329853, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.08501098645619411, 14: 0}"
2809,"{1: 1, 2: 0.7871626834202788, 3: 0.9158359968478225, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.7925550046208509, 14: 0}","{1: 0.11562099182257948, 2: 0.0929588906692498, 3: 0.10752212992416223, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.15775882617627054, 14: 0}"
2810,"{1: 1, 2: 0.7871626834202788, 3: 0.9158359968478225, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.8705230517241562, 14: 0}","{1: 0.12367398060694779, 2: 0.0929588906692498, 3: 0.10752212992416223, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.14753500138203274, 14: 0}"
2811,"{1: 0.9065241167156161, 2: 0.7871626834202788, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.8705230517241562, 14: 0}","{1: 0.10511848204647078, 2: 0.0929588906692498, 3: 0.12555142415174936, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.14753500138203274, 14: 0}"
2812,"{1: 0.9065241167156161, 2: 0.7871626834202788, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.8705230517241562, 14: 0}","{1: 0.10511848204647078, 2: 0.0929588906692498, 3: 0.12555142415174936, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.14753500138203274, 14: 0}"
2813,"{1: 1, 2: 0.7871626834202788, 3: 0.8385761370882556, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.8705230517241562, 14: 0}","{1: 0.11665654010694625, 2: 0.0929588906692498, 3: 0.11408847939929863, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.14753500138203274, 14: 0}"
2814,"{1: 0.9421304719417435, 2: 0.7871626834202788, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.8705230517241562, 14: 0}","{1: 0.10514700435274947, 2: 0.0929588906692498, 3: 0.12666746936532636, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.14753500138203274, 14: 0}"
2815,"{1: 0.9421304719417435, 2: 0.7871626834202788, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.7300462434637242, 14: 0}","{1: 0.10514700435274947, 2: 0.0929588906692498, 3: 0.11308115416693552, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.16715090121268933, 14: 0}"
2816,"{1: 0.9421304719417435, 2: 0, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.7300462434637242, 14: 0}","{1: 0.10514700435274947, 2: 0, 3: 0.11308115416693552, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.16715090121268933, 14: 0}"
2817,"{1: 0.9421304719417435, 2: 0.7422131683791712, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9482585401380422, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.7300462434637242, 14: 0}","{1: 0.10514700435274947, 2: 0.09757914049531483, 3: 0.11308115416693552, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.09413691425713136, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.16715090121268933, 14: 0}"
2818,"{1: 0.9421304719417435, 2: 0.7422131683791712, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.7300462434637242, 14: 0}","{1: 0.10514700435274947, 2: 0.09757914049531483, 3: 0.1276877826794129, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.08080817373143728, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.16715090121268933, 14: 0}"
2819,"{1: 0.9421304719417435, 2: 0.7422131683791712, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.7300462434637242, 14: 0}","{1: 0.10514700435274947, 2: 0.09757914049531483, 3: 0.1276877826794129, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.08080817373143728, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.16715090121268933, 14: 0}"
2820,"{1: 0.9421304719417435, 2: 0.7422131683791712, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 1, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.7300462434637242, 14: 0}","{1: 0.10514700435274947, 2: 0.09757914049531483, 3: 0.1276877826794129, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.08018151205232395, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.16715090121268933, 14: 0}"
2821,"{1: 0.9421304719417435, 2: 0.7422131683791712, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9917320392414792, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.7300462434637242, 14: 0}","{1: 0.10514700435274947, 2: 0.09757914049531483, 3: 0.12232043863959248, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.08386844759773922, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.16715090121268933, 14: 0}"
2822,"{1: 0.9421304719417435, 2: 0.7422131683791712, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0, 8: 0.9917320392414792, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.7300462434637242, 14: 0}","{1: 0.10514700435274947, 2: 0.09757914049531483, 3: 0.12232043863959248, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0, 8: 0.08386844759773922, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.16715090121268933, 14: 0}"
2823,"{1: 0.9421304719417435, 2: 0.7422131683791712, 3: 1, 4: 0.5158221722107383, 5: 0, 6: 0, 7: 0.6897863142457654, 8: 0.9917320392414792, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}","{1: 0.10514700435274947, 2: 0.09757914049531483, 3: 0.12232043863959248, 4: 0.23722774598063942, 5: 0, 6: 0, 7: 0.1696152435707033, 8: 0.08386844759773922, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0, 14: 0}"
2824,"{1: 0.9421304719417435, 2: 0.7422131683791712, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.6897863142457654, 8: 0.9917320392414792, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.5387843612552158, 14: 0}","{1: 0.10514700435274947, 2: 0.09757914049531483, 3: 0.12232043863959248, 4: 0, 5: 0, 6: 0, 7: 0.1696152435707033, 8: 0.08386844759773922, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.24815304694035423, 14: 0}"
2825,"{1: 0.9421304719417435, 2: 0.7422131683791712, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.6897863142457654, 8: 0.9917320392414792, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.5387843612552158, 14: 0}","{1: 0.10514700435274947, 2: 0.09757914049531483, 3: 0.12232043863959248, 4: 0, 5: 0, 6: 0, 7: 0.1696152435707033, 8: 0.08386844759773922, 9: 0, 10: 0, 11: 0, 12: 0, 13: 0.24815304694035423, 14: 0}"
2826,"{1: 0.9240347898775318, 2: 0.7422131683791712, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.6897863142457654, 8: 0.9917320392414792, 9: 0, 10: 0.7038009954574278, 11: 0, 12: 0, 13: 0.5387843612552158, 14: 0}","{1: 0.10784102358653268, 2: 0.09757914049531483, 3: 0.12232043863959248, 4: 0, 5: 0, 6: 0, 7: 0.1696152435707033, 8: 0.08386844759773922, 9: 0, 10: 0.13291899917247518, 11: 0, 12: 0, 13: 0.24815304694035423, 14: 0}"
2827,"{1: 0.9240347898775318, 2: 0.7422131683791712, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.6897863142457654, 8: 0.9714167305591351, 9: 0, 10: 0.7038009954574278, 11: 0, 12: 0, 13: 0.5572613952676055, 14: 0}","{1: 0.10784102358653268, 2: 0.09757914049531483, 3: 0.12232043863959248, 4: 0, 5: 0, 6: 0, 7: 0.1696152435707033, 8: 0.08597806640889295, 9: 0, 10: 0.13291899917247518, 11: 0, 12: 0, 13: 0.24729930118537435, 14: 0}"
2828,"{1: 0.6925309021735647, 2: 0.7422131683791712, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.919994016868176, 8: 0.9714167305591351, 9: 0, 10: 0.7038009954574278, 11: 0, 12: 0, 13: 0.5572613952676055, 14: 0}","{1: 0.16848373521250257, 2: 0.09757914049531483, 3: 0.12232043863959248, 4: 0, 5: 0, 6: 0, 7: 0.10930275334862935, 8: 0.08597806640889295, 9: 0, 10: 0.13291899917247518, 11: 0, 12: 0, 13: 0.24729930118537435, 14: 0}"
2829,"{1: 0.6925309021735647, 2: 0.7422131683791712, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.919994016868176, 8: 0.9714167305591351, 9: 0, 10: 0.7038009954574278, 11: 0, 12: 0, 13: 0.5572613952676055, 14: 0}","{1: 0.16848373521250257, 2: 0.09757914049531483, 3: 0.12232043863959248, 4: 0, 5: 0, 6: 0, 7: 0.10930275334862935, 8: 0.08597806640889295, 9: 0, 10: 0.13291899917247518, 11: 0, 12: 0, 13: 0.24729930118537435, 14: 0}"
2830,"{1: 0.6925309021735647, 2: 0.7422131683791712, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.919994016868176, 8: 0.9714167305591351, 9: 0, 10: 0.712299254230267, 11: 0, 12: 0, 13: 0.5572613952676055, 14: 0}","{1: 0.16848373521250257, 2: 0.09757914049531483, 3: 0.12219416586734141, 4: 0, 5: 0, 6: 0, 7: 0.10930275334862935, 8: 0.08597806640889295, 9: 0, 10: 0.13281594773649574, 11: 0, 12: 0, 13: 0.24729930118537435, 14: 0}"
2831,"{1: 0.6925309021735647, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.919994016868176, 8: 0.9714167305591351, 9: 0, 10: 0.712299254230267, 11: 0, 12: 0, 13: 0.5572613952676055, 14: 0.7786841290455438}","{1: 0.16848373521250257, 2: 0, 3: 0.12219416586734141, 4: 0, 5: 0, 6: 0, 7: 0.10930275334862935, 8: 0.08597806640889295, 9: 0, 10: 0.13281594773649574, 11: 0, 12: 0, 13: 0.24729930118537435, 14: 0.09367440662833777}"
2832,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.919994016868176, 8: 0.9714167305591351, 9: 0.6898435246097501, 10: 0.712299254230267, 11: 0, 12: 0, 13: 0.5572613952676055, 14: 0.7786841290455438}","{1: 0, 2: 0, 3: 0.12219416586734141, 4: 0, 5: 0, 6: 0, 7: 0.10930275334862935, 8: 0.08597806640889295, 9: 0.16654274652025874, 10: 0.13281594773649574, 11: 0, 12: 0, 13: 0.24729930118537435, 14: 0.09367440662833777}"
2833,"{1: 0, 2: 0, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.919994016868176, 8: 0.9714167305591351, 9: 0.8403743781954697, 10: 0.712299254230267, 11: 0, 12: 0, 13: 0.3973862870894132, 14: 0.7786841290455438}","{1: 0, 2: 0, 3: 0.12219416586734141, 4: 0, 5: 0, 6: 0, 7: 0.10930275334862935, 8: 0.08597806640889295, 9: 0.19600785240005877, 10: 0.13281594773649574, 11: 0, 12: 0, 13: 0.21744800123253327, 14: 0.09367440662833777}"
2834,"{1: 0, 2: 0.7519132761712123, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.919994016868176, 8: 0.9714167305591351, 9: 0.8403743781954697, 10: 0.712299254230267, 11: 0, 12: 0, 13: 0.3973862870894132, 14: 0}","{1: 0, 2: 0.09817697005894035, 3: 0.12219416586734141, 4: 0, 5: 0, 6: 0, 7: 0.10930275334862935, 8: 0.08597806640889295, 9: 0.19600785240005877, 10: 0.13281594773649574, 11: 0, 12: 0, 13: 0.21744800123253327, 14: 0}"
2835,"{1: 0, 2: 0.7519132761712123, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.9455484164966937, 8: 0.9714167305591351, 9: 0.8403743781954697, 10: 0.712299254230267, 11: 0, 12: 0, 13: 0.3973862870894132, 14: 0}","{1: 0, 2: 0.09817697005894035, 3: 0.12219416586734141, 4: 0, 5: 0, 6: 0, 7: 0.10422263066092093, 8: 0.08597806640889295, 9: 0.19600785240005877, 10: 0.13281594773649574, 11: 0, 12: 0, 13: 0.21744800123253327, 14: 0}"
2836,"{1: 0, 2: 0.7519132761712123, 3: 1, 4: 0, 5: 0, 6: 0, 7: 0.9455484164966937, 8: 0.9714167305591351, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.3973862870894132, 14: 0}","{1: 0, 2: 0.09817697005894035, 3: 0.12219416586734141, 4: 0, 5: 0, 6: 0, 7: 0.10422263066092093, 8: 0.08597806640889295, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.21744800123253327, 14: 0}"
2837,"{1: 0, 2: 0.7519132761712123, 3: 1, 4: 0.444655871131214, 5: 0, 6: 0, 7: 0.9455484164966937, 8: 0.9714167305591351, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.3973862870894132, 14: 0}","{1: 0, 2: 0.09817697005894035, 3: 0.12219416586734141, 4: 0.16906797972208057, 5: 0, 6: 0, 7: 0.10422263066092093, 8: 0.08597806640889295, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.21744800123253327, 14: 0}"
2838,"{1: 0, 2: 0.7519132761712123, 3: 1, 4: 0.444655871131214, 5: 0, 6: 0, 7: 0.9160266879287796, 8: 0.9714167305591351, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.3973862870894132, 14: 0}","{1: 0, 2: 0.09817697005894035, 3: 0.12219416586734141, 4: 0.16906797972208057, 5: 0, 6: 0, 7: 0.12130234996994303, 8: 0.08597806640889295, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.21744800123253327, 14: 0}"
2839,"{1: 0, 2: 0.7519132761712123, 3: 0.9172737788064846, 4: 0.444655871131214, 5: 0, 6: 0, 7: 1, 8: 0.9714167305591351, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.3973862870894132, 14: 0}","{1: 0, 2: 0.09817697005894035, 3: 0.12499528657631423, 4: 0.16906797972208057, 5: 0, 6: 0, 7: 0.11864686923140946, 8: 0.08597806640889295, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.21744800123253327, 14: 0}"
2840,"{1: 0, 2: 0.7519132761712123, 3: 0.9172737788064846, 4: 0.444655871131214, 5: 0, 6: 0, 7: 1, 8: 0.42649743916437005, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.9731319801618857, 14: 0}","{1: 0, 2: 0.09817697005894035, 3: 0.12499528657631423, 4: 0.16906797972208057, 5: 0, 6: 0, 7: 0.11864686923140946, 8: 0.21575485742715234, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.08067370617993475, 14: 0}"
2841,"{1: 0, 2: 0.7519132761712123, 3: 0.9172737788064846, 4: 0.444655871131214, 5: 0, 6: 0, 7: 1, 8: 0.42649743916437005, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.999510637428945, 14: 0}","{1: 0, 2: 0.09817697005894035, 3: 0.12499528657631423, 4: 0.16906797972208057, 5: 0, 6: 0, 7: 0.11909894782630848, 8: 0.21575485742715234, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.08081184790776015, 14: 0}"
2842,"{1: 0, 2: 0.7519132761712123, 3: 0.9172737788064846, 4: 0.444655871131214, 5: 0, 6: 0, 7: 1, 8: 0.42649743916437005, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.9659792977308226, 14: 0}","{1: 0, 2: 0.09817697005894035, 3: 0.12499528657631423, 4: 0.16906797972208057, 5: 0, 6: 0, 7: 0.11605242353451332, 8: 0.21575485742715234, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.0839911429659099, 14: 0}"
2843,"{1: 0, 2: 0.7469627108713623, 3: 0.9172737788064846, 4: 0.444655871131214, 5: 0, 6: 0, 7: 1, 8: 0.42649743916437005, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.9659792977308226, 14: 0}","{1: 0, 2: 0.09580767959869152, 3: 0.12499528657631423, 4: 0.16906797972208057, 5: 0, 6: 0, 7: 0.11605242353451332, 8: 0.21575485742715234, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.0839911429659099, 14: 0}"
2844,"{1: 0.42837207257220167, 2: 0.7469627108713623, 3: 0.9172737788064846, 4: 0.444655871131214, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.9659792977308226, 14: 0}","{1: 0.20836188076033155, 2: 0.09580767959869152, 3: 0.12499528657631423, 4: 0.16906797972208057, 5: 0, 6: 0, 7: 0.11605242353451332, 8: 0, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.0839911429659099, 14: 0}"
2845,"{1: 0.42837207257220167, 2: 0.7469627108713623, 3: 0.9172737788064846, 4: 0.444655871131214, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.9932572626765016, 14: 0}","{1: 0.20836188076033155, 2: 0.09580767959869152, 3: 0.12499528657631423, 4: 0.16906797972208057, 5: 0, 6: 0, 7: 0.12119288691548566, 8: 0, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.0778385912155998, 14: 0}"
2846,"{1: 0.4393336481845659, 2: 0.7469627108713623, 3: 0.9012560175363842, 4: 0.444655871131214, 5: 0, 6: 0, 7: 1, 8: 0, 9: 0.8403743781954697, 10: 0, 11: 0, 12: 0, 13: 0.9932572626765016, 14: 0}","{1: 0.20973594219488345, 2: 0.09580767959869152, 3: 0.12466247283113549, 4: 0.16906797972208057, 5: 0, 6: 0, 7: 0.12119288691548566, 8: 0, 9: 0.19600785240005877, 10: 0, 11: 0, 12: 0, 13: 0.0778385912155998, 14: 0}"
